LESTE,NORTE,TOPO,FA
526228,7307026,737.786987304688,13.9581445661459
526228,7307924,732.176879882813,13.6286733133633
526228,7308822,713.810852050781,13.4029888909915
526228,7309720,720.945190429688,13.2629496985929
526228,7310618,748.913696289063,13.2279830024573
526228,7311516,760.837524414063,13.2700965159357
526228,7312414,783.235778808594,13.364597757807
526228,7313312,786.259033203125,13.4931895435222
526228,7314210,762.68115234375,13.6591831690733
526228,7315108,753.773620605469,13.8466992568458
526228,7316006,741.975463867188,13.9530163920937
526228,7316904,741.682556152344,14.0181890916665
526228,7317802,764.536682128906,13.8922218184298
526228,7318700,775.668884277344,13.6814400234963
526228,7319598,764.125366210938,13.330358620815
526228,7320496,754.169494628906,12.9251492830458
526228,7321394,749.333251953125,12.3667526349602
526228,7322292,743.14794921875,11.7574450706863
526228,7323190,734.787658691406,10.9745764058375
526228,7324088,718.960205078125,10.142614743969
526228,7324986,709.489440917969,9.28787177715904
526228,7325884,717.126159667969,8.42773158658887
526228,7326782,715.976806640625,7.53474058107711
526228,7327680,692.019165039063,6.63537162479217
526228,7328578,659.764709472656,5.77645272174976
526228,7329476,625.930480957031,4.9237729014697
526228,7330374,610.317504882813,4.30722550510777
526228,7331272,637.252685546875,3.71828563094522
526228,7332170,673.16015625,3.40205735780074
526228,7333068,673.306457519531,3.10817172184809
526228,7333966,645.615234375,2.89714220523515
526228,7334864,613.963073730469,2.69017805896362
526228,7335762,608.068237304688,2.45317426277693
526228,7336660,661.20458984375,2.2163138558198
526228,7337558,740.675170898438,2.04057681448753
526228,7338456,771.630432128906,1.85822767291296
526228,7339354,736.964599609375,1.51755546442551
526228,7340252,695.680908203125,1.16019641253204
526228,7341150,669.602416992188,0.577834117292708
526228,7342048,636.846557617188,-0.0222231420728619
526228,7342946,607.160766601563,-0.785154503054898
526228,7343844,575.382507324219,-1.56915574517618
526228,7344742,552.907592773438,-2.49805862600942
527126,7191184,888.03173828125,31.3502884843152
527126,7192082,871.755798339844,31.9451588995422
527126,7192980,862.496459960938,32.4769041086789
527126,7193878,870.880004882813,32.8773978410118
527126,7194776,892.091247558594,33.212046350868
527126,7195674,907.614807128906,33.3713286240704
527126,7196572,913.311218261719,33.4536071331011
527126,7197470,912.01513671875,33.3181056982528
527126,7198368,902.88818359375,33.099512838663
527126,7199266,895.665100097656,32.6865316207532
527126,7200164,894.628662109375,32.2097128058802
527126,7201062,887.169311523438,31.6375307980312
527126,7201960,870.650024414063,31.0387231693513
527126,7202858,861.871765136719,30.2603521917491
527126,7203756,854.164367675781,29.4400502123381
527126,7204654,830.309997558594,28.6637559366085
527126,7205552,814.391906738281,27.8958663151628
527126,7206450,813.020446777344,27.1452314750703
527126,7207348,811.341186523438,26.3972069736953
527126,7208246,839.621398925781,25.7414081341139
527126,7209144,856.291870117188,25.0961362931492
527126,7210042,839.790100097656,24.6383106085355
527126,7210940,826.059204101563,24.1953544507478
527126,7211838,817.331481933594,23.9317792895123
527126,7212736,827.602722167969,23.6765668786987
527126,7213634,835.928100585938,23.5037867510898
527126,7214532,832.491516113281,23.3330911987065
527126,7215430,837.415222167969,23.2199182052975
527126,7216328,854.978698730469,23.1095668362099
527126,7217226,888.197021484375,23.0630732807122
527126,7218124,909.920043945313,23.0126628725648
527126,7219022,908.404907226563,22.911210978327
527126,7219920,896.73828125,22.80942368201
527126,7220818,882.096374511719,22.7046252203604
527126,7221716,879.509826660156,22.5868896908157
527126,7222614,879.56103515625,22.3819404794265
527126,7223512,865.505920410156,22.1626631354768
527126,7224410,851.5546875,21.8671036209939
527126,7225308,850.243896484375,21.5654091015554
527126,7226206,846.806579589844,21.2370565248698
527126,7227104,837.705810546875,20.8983550236564
527126,7228002,839.695373535156,20.5220986623014
527126,7228900,853.787475585938,20.1488691840202
527126,7229798,866.782958984375,19.7849680090299
527126,7230696,864.678100585938,19.4311497489888
527126,7231594,849.028991699219,19.1040553123087
527126,7232492,833.859741210938,18.8231558880941
527126,7233390,820.309204101563,18.6485729263921
527126,7234288,833.71826171875,18.5419240095584
527126,7235186,840.292358398438,18.5720550488356
527126,7236084,817.637573242188,18.6340365765184
527126,7236982,829.381896972656,18.7524445867473
527126,7237880,864.054809570313,18.933139368318
527126,7238778,874.158020019531,19.2113574375897
527126,7239676,872.482299804688,19.57105764374
527126,7240574,899.308959960938,20.0438793271528
527126,7241472,930.632690429688,20.584128969173
527126,7242370,931.714233398438,21.2075733063904
527126,7243268,902.750122070313,21.8592210853803
527126,7244166,874.714721679688,22.5418399336063
527126,7245064,881.211303710938,23.1959752273815
527126,7245962,896.929870605469,23.8222543577731
527126,7246860,916.109985351563,24.3331206640886
527126,7247758,909.691772460938,24.7434816361046
527126,7248656,878.91650390625,24.8994438292248
527126,7249554,887.808166503906,24.8583223833586
527126,7250452,888.52978515625,24.7596683199544
527126,7251350,864.735534667969,24.6214335459884
527126,7252248,855.337036132813,24.3620637198644
527126,7253146,849.204467773438,24.0288840053288
527126,7254044,840.937133789063,23.3343474327564
527126,7254942,833.525756835938,22.445519672815
527126,7255840,829.554016113281,21.5648143543781
527126,7256738,829.773132324219,20.6879438935695
527126,7257636,830.492248535156,19.8001480560683
527126,7258534,834.027709960938,18.9078515130742
527126,7259432,834.475036621094,17.9913477018257
527126,7260330,829.09619140625,17.0662141091451
527126,7261228,829.373901367188,16.2091649424439
527126,7262126,832.354675292969,15.3728973592539
527126,7263024,839.4111328125,14.7339719887733
527126,7263922,852.4287109375,14.1459023145652
527126,7264820,857.767822265625,13.8643582689343
527126,7265718,871.563293457031,13.6482615872429
527126,7266616,881.230224609375,13.512592169056
527126,7267514,886.879333496094,13.3907822793059
527126,7268412,881.890808105469,13.3522039865094
527126,7269310,860.378967285156,13.3247652761334
527126,7270208,848.856811523438,13.3400883675882
527126,7271106,834.666259765625,13.3595935423516
527126,7272004,834.643676757813,13.3956248892181
527126,7272902,823.722229003906,13.4327135978067
527126,7273800,800.263610839844,13.4432851981149
527126,7274698,803.267822265625,13.4530033742485
527126,7275596,810.710815429688,13.3662658433002
527126,7276494,807.655578613281,13.2767291492892
527126,7277392,795.615417480469,13.0930968816606
527126,7278290,796.734252929688,12.9111492202765
527126,7279188,815.128723144531,12.7577724808011
527126,7280086,807.606384277344,12.6184890721598
527126,7280984,782.725402832031,12.6316361628027
527126,7281882,771.154174804688,12.6589025882267
527126,7282780,783.41796875,12.796355194884
527126,7283678,786.961242675781,12.9523023187299
527126,7284576,793.295349121094,13.219505522539
527126,7285474,805.805419921875,13.5103593709037
527126,7286372,808.039428710938,13.9154734760823
527126,7287270,828.058227539063,14.3443614095629
527126,7288168,853.64453125,14.8680805026042
527126,7289066,864.064270019531,15.3988273113465
527126,7289964,853.72216796875,15.9531817864244
527126,7290862,823.51708984375,16.5144404794947
527126,7291760,792.648681640625,17.0955190397328
527126,7292658,778.28271484375,17.6215658669717
527126,7293556,779.105285644531,18.0110998681661
527126,7294454,788.582763671875,18.3171851328981
527126,7295352,805.074279785156,18.442856580067
527126,7296250,833.560852050781,18.4808518880432
527126,7297148,867.468444824219,18.3525453578086
527126,7298046,873.856872558594,18.1466170117353
527126,7298944,843.96044921875,17.8108569379796
527126,7299842,825.187683105469,17.4255112493853
527126,7300740,831.444519042969,16.966745976389
527126,7301638,821.523681640625,16.4881281287604
527126,7302536,783.402893066406,15.9834154021049
527126,7303434,753.27880859375,15.4941249331443
527126,7304332,744.816650390625,15.0228643499913
527126,7305230,739.568054199219,14.5722339590006
527126,7306128,734.289855957031,14.1430777225788
527126,7307026,729.471557617188,13.738315719386
527126,7307924,728.120056152344,13.356168112663
527126,7308822,719.564086914063,13.0582304775921
527126,7309720,716.795959472656,12.8297831849821
527126,7310618,722.485290527344,12.717533383541
527126,7311516,732.979797363281,12.6905249848878
527126,7312414,778.135131835938,12.7229369236138
527126,7313312,788.744995117188,12.794015773061
527126,7314210,759.27978515625,12.8920714565841
527126,7315108,727.731872558594,13.0056506516456
527126,7316006,706.997375488281,13.0671324334599
527126,7316904,730.881164550781,13.1022158615819
527126,7317802,760.569274902344,13.005307274023
527126,7318700,759.598693847656,12.8498298820784
527126,7319598,743.060974121094,12.5509016469999
527126,7320496,747.913452148438,12.1966297224408
527126,7321394,765.490783691406,11.6849100642972
527126,7322292,759.525512695313,11.1208635629444
527126,7323190,737.44384765625,10.4158338323684
527126,7324088,714.006652832031,9.67092598838357
527126,7324986,704.424133300781,8.86125682469539
527126,7325884,712.744018554688,8.03624475881852
527126,7326782,697.531616210938,7.1840416803615
527126,7327680,649.272155761719,6.3265594957387
527126,7328578,618.395263671875,5.52783785698518
527126,7329476,613.500122070313,4.73817954150201
527126,7330374,608.673767089844,4.12285963337368
527126,7331272,620.530456542969,3.52792257386643
527126,7332170,659.340270996094,3.14425918240966
527126,7333068,678.910400390625,2.77790495893774
527126,7333966,649.060974121094,2.54313932008423
527126,7334864,610.647399902344,2.31483013047599
527126,7335762,618.33740234375,2.077145670513
527126,7336660,684.016235351563,1.83968570706732
527126,7337558,779.666870117188,1.63726351068434
527126,7338456,799.368835449219,1.43051293344432
527126,7339354,742.028869628906,1.12012168123854
527126,7340252,731.724731445313,0.792501311398494
527126,7341150,697.803588867188,0.23256574248966
527126,7342048,633.89306640625,-0.348700343118016
527126,7342946,587.985290527344,-1.12630413924912
527126,7343844,552.665222167969,-1.91169585948772
527126,7344742,554.707458496094,-2.75064663674627
528024,7191184,887.249450683594,31.3688231879788
528024,7192082,874.083374023438,31.8515490014656
528024,7192980,866.073974609375,32.2758762362907
528024,7193878,873.075439453125,32.5743258803317
528024,7194776,888.8232421875,32.8096262313374
528024,7195674,903.788818359375,32.8839565799388
528024,7196572,916.72021484375,32.8876045877409
528024,7197470,919.080383300781,32.6359086035678
528024,7198368,909.736328125,32.2867890655333
528024,7199266,901.464172363281,31.7632770785191
528024,7200164,897.893798828125,31.1824941984968
528024,7201062,894.074157714844,30.5048329750199
528024,7201960,884.101989746094,29.8001230972452
528024,7202858,867.574584960938,28.9780820720059
528024,7203756,845.680297851563,28.1286422898036
528024,7204654,825.806274414063,27.3004405444944
528024,7205552,823.127319335938,26.4762948698917
528024,7206450,828.75390625,25.7215006563383
528024,7207348,815.17724609375,24.9771980740719
528024,7208246,829.493041992188,24.3318029671332
528024,7209144,851.802673339844,23.6976975472047
528024,7210042,839.625427246094,23.3076422778704
528024,7210940,827.071044921875,22.9369467560592
528024,7211838,816.355590820313,22.8505713133906
528024,7212736,819.382995605469,22.7774508860668
528024,7213634,834.198425292969,22.8177538960512
528024,7214532,844.332824707031,22.8597935058234
528024,7215430,851.595031738281,22.8974253399418
528024,7216328,863.107055664063,22.937288063522
528024,7217226,888.941467285156,23.0276393380805
528024,7218124,906.458618164063,23.1144297303307
528024,7219022,904.798156738281,23.1548173750012
528024,7219920,903.882934570313,23.1898210929338
528024,7220818,912.297180175781,23.1764891130418
528024,7221716,909.994079589844,23.140670200696
528024,7222614,887.681213378906,22.9532583471538
528024,7223512,864.728149414063,22.7373800267738
528024,7224410,860.306030273438,22.3699478406942
528024,7225308,871.633666992188,21.980196553104
528024,7226206,870.250122070313,21.4934634553785
528024,7227104,845.165893554688,20.9916793915148
528024,7228002,824.529052734375,20.435277388676
528024,7228900,829.756042480469,19.88781953326
528024,7229798,853.646362304688,19.3679259139926
528024,7230696,866.718688964844,18.8706025064146
528024,7231594,862.086120605469,18.4330993346963
528024,7232492,844.696228027344,18.0581257680973
528024,7233390,824.932556152344,17.8270622485741
528024,7234288,833.725158691406,17.6762433130545
528024,7235186,830.756591796875,17.6869906540523
528024,7236084,815.127075195313,17.740936701971
528024,7236982,830.798828125,17.8714137923977
528024,7237880,856.080505371094,18.0923920843732
528024,7238778,878.592163085938,18.4550694004882
528024,7239676,899.034851074219,18.9370365271184
528024,7240574,918.197937011719,19.5846134438789
528024,7241472,917.838684082031,20.2954506104077
528024,7242370,899.657470703125,21.0843402244117
528024,7243268,876.823181152344,21.8941955659628
528024,7244166,867.930114746094,22.7270740195397
528024,7245064,878.983032226563,23.4992858546855
528024,7245962,889.434692382813,24.2121673405286
528024,7246860,905.051513671875,24.7699219889697
528024,7247758,902.926452636719,25.1925870165067
528024,7248656,890.59716796875,25.3645729779444
528024,7249554,906.867309570313,25.3423569751313
528024,7250452,894.530456542969,25.256308336573
528024,7251350,879.444091796875,25.1263447644004
528024,7252248,874.267211914063,24.8549198193373
528024,7253146,850.998352050781,24.497299772513
528024,7254044,842.204528808594,23.7684389759952
528024,7254942,846.728942871094,22.8399727078958
528024,7255840,843.111572265625,21.9268076863335
528024,7256738,833.243713378906,21.0208668598576
528024,7257636,825.298767089844,20.1472792824491
528024,7258534,830.200805664063,19.2870196158199
528024,7259432,840.282653808594,18.4539957461
528024,7260330,830.631591796875,17.6306813145533
528024,7261228,810.339904785156,16.8828236821149
528024,7262126,810.253784179688,16.1579979214974
528024,7263024,826.572631835938,15.673102302365
528024,7263922,837.845642089844,15.2500374199738
528024,7264820,844.47509765625,15.0926580306889
528024,7265718,852.433349609375,14.9920060845265
528024,7266616,849.132568359375,14.9643845730564
528024,7267514,860.763916015625,14.9493479406716
528024,7268412,873.927856445313,14.9987255098299
528024,7269310,868.438171386719,15.0567241716189
528024,7270208,855.14013671875,15.1233110287805
528024,7271106,842.197875976563,15.19073780725
528024,7272004,829.107360839844,15.2350402042243
528024,7272902,809.28515625,15.2778630791598
528024,7273800,812.609741210938,15.2489579592242
528024,7274698,828.631103515625,15.2177443520972
528024,7275596,827.047668457031,15.028265516655
528024,7276494,810.810974121094,14.8342944216489
528024,7277392,798.692443847656,14.4895951451674
528024,7278290,792.592407226563,14.1464789222988
528024,7279188,795.632080078125,13.8302112887064
528024,7280086,787.893676757813,13.5296854895563
528024,7280984,773.742248535156,13.399420057664
528024,7281882,768.308410644531,13.2804352825683
528024,7282780,765.413818359375,13.249483868355
528024,7283678,767.118225097656,13.2353312882516
528024,7284576,780.05712890625,13.3222341945904
528024,7285474,787.10498046875,13.4382241581076
528024,7286372,788.23046875,13.694738605656
528024,7287270,808.919616699219,13.9820350165889
528024,7288168,831.861938476563,14.3921172592447
528024,7289066,843.799133300781,14.8177208897548
528024,7289964,845.356750488281,15.2954643280086
528024,7290862,823.528442382813,15.7880788002719
528024,7291760,785.604187011719,16.3233833960278
528024,7292658,761.562438964844,16.8270179246192
528024,7293556,767.601135253906,17.252091046291
528024,7294454,785.970825195313,17.6182581978315
528024,7295352,799.413513183594,17.8570723012712
528024,7296250,823.904907226563,18.0002275362629
528024,7297148,852.715942382813,17.9619394981986
528024,7298046,858.207702636719,17.8402829310881
528024,7298944,832.460998535156,17.5791825743232
528024,7299842,793.273132324219,17.2618686383138
528024,7300740,780.849731445313,16.8613213363512
528024,7301638,781.125305175781,16.4324858477983
528024,7302536,760.257934570313,15.9664674335726
528024,7303434,743.956665039063,15.4968102986249
528024,7304332,741.591674804688,15.0228992003211
528024,7305230,748.348999023438,14.5582895661387
528024,7306128,760.072021484375,14.1033619105189
528024,7307026,747.54052734375,13.666707440681
528024,7307924,735.599182128906,13.2469929198941
528024,7308822,728.884399414063,12.9017285928723
528024,7309720,716.354064941406,12.61790080786
528024,7310618,704.113647460938,12.441569788132
528024,7311516,711.132934570313,12.3440973993075
528024,7312414,738.927978515625,12.3017551940353
528024,7313312,752.930419921875,12.2952881449716
528024,7314210,746.805725097656,12.3040812632367
528024,7315108,720.630859375,12.3216556707717
528024,7316006,686.840393066406,12.3194902669024
528024,7316904,692.969543457031,12.3073224753753
528024,7317802,723.510681152344,12.2187512696334
528024,7318700,729.54296875,12.0962775842721
528024,7319598,716.671264648438,11.8283140062169
528024,7320496,725.15869140625,11.5042200683262
528024,7321394,757.048706054688,11.0227290803587
528024,7322292,765.748474121094,10.4889280935527
528024,7323190,735.39501953125,9.85473364105195
528024,7324088,704.502868652344,9.19214217968327
528024,7324986,706.34375,8.45596639725777
528024,7325884,709.731628417969,7.70235741480228
528024,7326782,674.632568359375,6.91105512961472
528024,7327680,632.770141601563,6.11243472980104
528024,7328578,629.646911621094,5.36711400050947
528024,7329476,643.70361328125,4.63001430009021
528024,7330374,631.277221679688,4.02463051093785
528024,7331272,618.763061523438,3.43464634325201
528024,7332170,652.928527832031,3.00515848403801
528024,7333068,668.369445800781,2.58881971997591
528024,7333966,625.483703613281,2.34803525994453
528024,7334864,603.033996582031,2.11586444567164
528024,7335762,625.276000976563,1.89681408999124
528024,7336660,678.712097167969,1.6776150492431
528024,7337558,754.026245117188,1.42407723301799
528024,7338456,767.875854492188,1.16929266904421
528024,7339354,734.831237792969,0.884655422866191
528024,7340252,736.722961425781,0.580658977059681
528024,7341150,685.443969726563,0.015625581423534
528024,7342048,590.246276855469,-0.571381341869621
528024,7342946,551.569091796875,-1.36064459927841
528024,7343844,570.301147460938,-2.14876432872238
528024,7344742,585.227355957031,-2.92901979567141
528922,7191184,876.326538085938,31.2082877504102
528922,7192082,871.194885253906,31.5732474818283
528922,7192980,868.551147460938,31.8884240286795
528922,7193878,871.267822265625,32.0844591481183
528922,7194776,878.67041015625,32.2207243206946
528922,7195674,892.348205566406,32.2099690854713
528922,7196572,912.027770996094,32.1346568122076
528922,7197470,922.599914550781,31.7568654416367
528922,7198368,921.213500976563,31.2636666616315
528922,7199266,915.686218261719,30.6318277080136
528922,7200164,912.711975097656,29.9544589932388
528922,7201062,916.923767089844,29.1782093033703
528922,7201960,916.534301757813,28.3743518198859
528922,7202858,898.271484375,27.5374560052227
528922,7203756,866.528625488281,26.6928451956413
528922,7204654,844.026489257813,25.8294782261999
528922,7205552,843.767761230469,24.9625291784829
528922,7206450,843.455200195313,24.2140353417883
528922,7207348,820.517211914063,23.4834616524022
528922,7208246,820.089538574219,22.8730343841136
528922,7209144,839.34521484375,22.2763210993746
528922,7210042,833.068969726563,21.9692878203779
528922,7210940,819.329162597656,21.6852339649137
528922,7211838,815.542175292969,21.7755007452756
528922,7212736,830.713928222656,21.8832183711306
528922,7213634,857.081298828125,22.1353424993983
528922,7214532,874.567504882813,22.3890011992798
528922,7215430,878.015930175781,22.5871070203568
528922,7216328,876.541625976563,22.7865969371178
528922,7217226,893.921325683594,23.0174111246184
528922,7218124,910.02734375,23.2438733483365
528922,7219022,915.338684082031,23.4136240440149
528922,7219920,926.231262207031,23.5732666169046
528922,7220818,935.952087402344,23.6421607096474
528922,7221716,923.920715332031,23.6779074902991
528922,7222614,893.063232421875,23.4901956670261
528922,7223512,870.054321289063,23.2607413006769
528922,7224410,871.4912109375,22.8090519866826
528922,7225308,885.1201171875,22.3182327443289
528922,7226206,881.424133300781,21.6573846466036
528922,7227104,856.261535644531,20.9766593174452
528922,7228002,833.694641113281,20.2238021793747
528922,7228900,825.97607421875,19.4888391201608
528922,7229798,832.505004882813,18.8090223585138
528922,7230696,844.090454101563,18.1655219207284
528922,7231594,855.302368164063,17.6182745039096
528922,7232492,851.46044921875,17.1501360842529
528922,7233390,832.392639160156,16.8640646948299
528922,7234288,826.278015136719,16.6725630139405
528922,7235186,821.498596191406,16.6714701421793
528922,7236084,833.420715332031,16.7269500399645
528922,7236982,855.923889160156,16.8826545356498
528922,7237880,858.322082519531,17.1574817565175
528922,7238778,867.559875488281,17.6188211299564
528922,7239676,900.133605957031,18.234368291186
528922,7240574,925.380737304688,19.0640017961035
528922,7241472,909.668273925781,19.9560526988165
528922,7242370,880.09326171875,20.9251161122422
528922,7243268,862.766235351563,21.9016333028561
528922,7244166,865.309997558594,22.8863357160832
528922,7245064,883.070434570313,23.7794001192037
528922,7245962,901.106994628906,24.5828449705901
528922,7246860,919.972045898438,25.1900899217696
528922,7247758,932.531860351563,25.6264774598521
528922,7248656,932.1162109375,25.8162729681621
528922,7249554,932.976257324219,25.8150327538024
528922,7250452,908.854125976563,25.7532386742477
528922,7251350,895.685913085938,25.6497853566078
528922,7252248,891.863891601563,25.3766953624392
528922,7253146,868.091552734375,25.0002425187729
528922,7254044,860.813049316406,24.2482300147229
528922,7254942,862.579345703125,23.2942898850558
528922,7255840,854.377807617188,22.365374724469
528922,7256738,844.665283203125,21.4482746312512
528922,7257636,833.104064941406,20.5971784516097
528922,7258534,823.029235839844,19.7732725634099
528922,7259432,820.773803710938,19.0294673230721
528922,7260330,820.075317382813,18.3142176007032
528922,7261228,814.386169433594,17.6845012522308
528922,7262126,811.667541503906,17.0808924742791
528922,7263024,820.654113769531,16.7823060677023
528922,7263922,826.894714355469,16.5623248660735
528922,7264820,833.72412109375,16.549825364988
528922,7265718,843.877746582031,16.5816260107753
528922,7266616,837.036254882813,16.6748574406854
528922,7267514,845.846374511719,16.7786748542823
528922,7268412,853.949157714844,16.9247084359923
528922,7269310,857.465454101563,17.0763921614143
528922,7270208,877.72265625,17.2175149229754
528922,7271106,866.52978515625,17.3576048274352
528922,7272004,838.88916015625,17.4262133368665
528922,7272902,845.472351074219,17.4902483921136
528922,7273800,856.5986328125,17.4155614399401
528922,7274698,835.389038085938,17.3364098714358
528922,7275596,805.366638183594,17.0350013048727
528922,7276494,790.279724121094,16.7276795307069
528922,7277392,800.648315429688,16.2230850959288
528922,7278290,804.0634765625,15.7199791469767
528922,7279188,788.909606933594,15.2421179176352
528922,7280086,775.255554199219,14.7804384773934
528922,7280984,780.402282714844,14.4937778613621
528922,7281882,790.0703125,14.21574090514
528922,7282780,777.746704101563,14.005002313703
528922,7283678,764.692016601563,13.8085025370889
528922,7284576,759.458190917969,13.6976581308945
528922,7285474,764.674987792969,13.6200624440665
528922,7286372,777.186096191406,13.7030969339174
528922,7287270,793.128356933594,13.823292026065
528922,7288168,810.354370117188,14.0917166318184
528922,7289066,815.729919433594,14.3851596165407
528922,7289964,809.712219238281,14.7626449228477
528922,7290862,794.222106933594,15.1673246100216
528922,7291760,766.467651367188,15.6500709250289
528922,7292658,750.110107421875,16.1194248465538
528922,7293556,760.249450683594,16.5555573268821
528922,7294454,772.669921875,16.9619099227042
528922,7295352,783.286376953125,17.3038792470939
528922,7296250,803.193664550781,17.5411166954339
528922,7297148,812.134521484375,17.5797014240407
528922,7298046,814.962890625,17.5379030473098
528922,7298944,821.961547851563,17.361654357484
528922,7299842,802.311279296875,17.1181837222825
