X,Y,MAGNIV
677773.75,7184157.25,40.0736045837402
677774.0,7184157.25,39.9302444458008
677774.25,7184157.25,39.8247528076172
677774.5,7184157.25,39.7462615966797
677774.75,7184157.25,39.5327606201172
677775.0,7184157.25,39.1192054748535
677775.25,7184157.25,38.6438331604004
677775.5,7184157.25,38.678337097168
677775.75,7184157.25,38.7543792724609
677776.0,7184157.25,38.7887763977051
677776.25,7184157.25,38.8335876464844
677776.5,7184157.25,39.0450172424316
677770.5,7184157.5,36.8172607421875
677770.75,7184157.5,36.0579261779785
677771.0,7184157.5,35.9311447143555
677771.25,7184157.5,35.9916954040527
677771.5,7184157.5,36.0421562194824
677771.75,7184157.5,36.2523040771484
677772.0,7184157.5,36.9460678100586
677772.25,7184157.5,37.8672485351563
677772.5,7184157.5,38.848804473877
677772.75,7184157.5,39.7707443237305
677773.0,7184157.5,40.4964256286621
677773.25,7184157.5,40.5177993774414
677773.5,7184157.5,40.4656639099121
677773.75,7184157.5,40.4861755371094
677774.0,7184157.5,40.5758743286133
677774.25,7184157.5,40.6705513000488
677774.5,7184157.5,40.7419738769531
677774.75,7184157.5,40.6752471923828
677775.0,7184157.5,40.411808013916
677775.25,7184157.5,40.0525283813477
677775.5,7184157.5,39.9048843383789
677775.75,7184157.5,39.8090362548828
677776.0,7184157.5,39.6759872436523
677776.25,7184157.5,39.530818939209
677776.5,7184157.5,39.7776069641113
677776.75,7184157.5,39.9658584594727
677777.0,7184157.5,39.9618492126465
677777.25,7184157.5,39.7603759765625
677777.5,7184157.5,39.4885559082031
677770.25,7184157.75,36.6627769470215
677770.5,7184157.75,36.0057106018066
677770.75,7184157.75,35.130802154541
677771.0,7184157.75,35.2192268371582
677771.25,7184157.75,35.191951751709
677771.5,7184157.75,34.8575706481934
677771.75,7184157.75,34.6260070800781
677772.0,7184157.75,35.4358825683594
677772.25,7184157.75,36.5766677856445
677772.5,7184157.75,37.7853393554688
677772.75,7184157.75,38.8660507202148
677773.0,7184157.75,39.6893348693848
677773.25,7184157.75,40.0519905090332
677773.5,7184157.75,40.2869987487793
677773.75,7184157.75,40.5911750793457
677774.0,7184157.75,40.9843559265137
677774.25,7184157.75,41.3256530761719
677774.5,7184157.75,41.6478157043457
677774.75,7184157.75,41.865062713623
677775.0,7184157.75,41.8706893920898
677775.25,7184157.75,41.6300239562988
677775.5,7184157.75,41.3888359069824
677775.75,7184157.75,41.1874732971191
677776.0,7184157.75,40.9819374084473
677776.25,7184157.75,40.8208160400391
677776.5,7184157.75,40.8535461425781
677776.75,7184157.75,40.8307838439941
677777.0,7184157.75,40.6173324584961
677777.25,7184157.75,40.1952705383301
677777.5,7184157.75,39.6880683898926
677777.75,7184157.75,39.8166236877441
677778.0,7184157.75,39.9167137145996
677770.25,7184158.0,35.920223236084
677770.5,7184158.0,35.7678451538086
677770.75,7184158.0,35.3578224182129
677771.0,7184158.0,35.2529754638672
677771.25,7184158.0,34.9137535095215
677771.5,7184158.0,34.0798683166504
677771.75,7184158.0,33.1636428833008
677772.0,7184158.0,34.1406211853027
677772.25,7184158.0,35.3512115478516
677772.5,7184158.0,36.6864738464355
677772.75,7184158.0,37.8577651977539
677773.0,7184158.0,38.760181427002
677773.25,7184158.0,39.3275108337402
677773.5,7184158.0,39.7875518798828
677773.75,7184158.0,40.334156036377
677774.0,7184158.0,40.9893226623535
677774.25,7184158.0,41.6473808288574
677774.5,7184158.0,42.3005905151367
677774.75,7184158.0,42.8980522155762
677775.0,7184158.0,43.2639694213867
677775.25,7184158.0,43.1204071044922
677775.5,7184158.0,42.8660087585449
677775.75,7184158.0,42.6396446228027
677776.0,7184158.0,42.4079360961914
677776.25,7184158.0,42.1954536437988
677776.5,7184158.0,42.0025901794434
677776.75,7184158.0,41.7227783203125
677777.0,7184158.0,41.3269157409668
677777.25,7184158.0,40.7971878051758
677777.5,7184158.0,39.9336776733398
677777.75,7184158.0,40.4223785400391
677778.0,7184158.0,40.7800369262695
677778.25,7184158.0,40.2327728271484
677778.5,7184158.0,39.6018524169922
677778.75,7184158.0,39.4406280517578
677779.0,7184158.0,39.5943298339844
677770.25,7184158.25,35.0924758911133
677770.5,7184158.25,35.6057434082031
677770.75,7184158.25,35.6865425109863
677771.0,7184158.25,35.6407165527344
677771.25,7184158.25,35.2869033813477
677771.5,7184158.25,34.5645637512207
677771.75,7184158.25,33.886547088623
677772.0,7184158.25,34.1718215942383
677772.25,7184158.25,34.8374366760254
677772.5,7184158.25,36.0262870788574
677772.75,7184158.25,37.1025428771973
677773.0,7184158.25,37.958122253418
677773.25,7184158.25,38.5570487976074
677773.5,7184158.25,39.1034317016602
677773.75,7184158.25,39.7850532531738
677774.0,7184158.25,40.6524047851563
677774.25,7184158.25,41.5690155029297
677774.5,7184158.25,42.5149078369141
677774.75,7184158.25,43.4849739074707
677775.0,7184158.25,44.2954864501953
677775.25,7184158.25,44.218807220459
677775.5,7184158.25,44.05322265625
677775.75,7184158.25,43.9292945861816
677776.0,7184158.25,43.7354125976563
677776.25,7184158.25,43.4734802246094
677776.5,7184158.25,43.0928268432617
677776.75,7184158.25,42.6313438415527
677777.0,7184158.25,42.2136764526367
677777.25,7184158.25,41.7735633850098
677777.5,7184158.25,41.3124122619629
677777.75,7184158.25,41.6740760803223
677778.0,7184158.25,42.1280746459961
677778.25,7184158.25,41.0805816650391
677778.5,7184158.25,40.0913047790527
677778.75,7184158.25,39.9946365356445
677779.0,7184158.25,40.2668991088867
677779.25,7184158.25,40.431812286377
677770.25,7184158.5,33.8582572937012
677770.5,7184158.5,35.1344184875488
677770.75,7184158.5,35.6519241333008
677771.0,7184158.5,35.794361114502
677771.25,7184158.5,35.6700057983398
677771.5,7184158.5,35.2837295532227
677771.75,7184158.5,34.9006385803223
677772.0,7184158.5,34.9224052429199
677772.25,7184158.5,35.2893180847168
677772.5,7184158.5,36.0212821960449
677772.75,7184158.5,36.7353439331055
677773.0,7184158.5,37.3977470397949
677773.25,7184158.5,37.8752365112305
677773.5,7184158.5,38.3383979797363
677773.75,7184158.5,38.975700378418
677774.0,7184158.5,39.9641342163086
677774.25,7184158.5,41.0197677612305
677774.5,7184158.5,42.097599029541
677774.75,7184158.5,43.2340660095215
677775.0,7184158.5,44.1466598510742
677775.25,7184158.5,44.5000495910645
677775.5,7184158.5,44.6934356689453
677775.75,7184158.5,44.8763160705566
677776.0,7184158.5,44.8288192749023
677776.25,7184158.5,44.5915985107422
677776.5,7184158.5,44.1281890869141
677776.75,7184158.5,43.648250579834
677777.0,7184158.5,43.4950714111328
677777.25,7184158.5,43.3171691894531
677777.5,7184158.5,42.876953125
677777.75,7184158.5,42.7865028381348
677778.0,7184158.5,42.7048873901367
677778.25,7184158.5,41.7502899169922
677778.5,7184158.5,40.607105255127
677778.75,7184158.5,40.8050117492676
677779.0,7184158.5,41.212028503418
677779.25,7184158.5,41.1350746154785
677779.5,7184158.5,40.8860473632813
677779.75,7184158.5,40.8438529968262
677780.0,7184158.5,41.359245300293
677780.25,7184158.5,42.3167572021484
677780.5,7184158.5,42.9461402893066
677770.0,7184158.75,29.3176536560059
677770.25,7184158.75,31.9493618011475
677770.5,7184158.75,33.9556312561035
677770.75,7184158.75,34.7552032470703
677771.0,7184158.75,35.2500610351563
677771.25,7184158.75,35.5280685424805
677771.5,7184158.75,35.5471687316895
677771.75,7184158.75,35.5111351013184
677772.0,7184158.75,35.5586738586426
677772.25,7184158.75,35.7998199462891
677772.5,7184158.75,36.2506828308105
677772.75,7184158.75,36.6960639953613
677773.0,7184158.75,37.078182220459
677773.25,7184158.75,37.3313369750977
677773.5,7184158.75,37.5855293273926
677773.75,7184158.75,37.9934997558594
677774.0,7184158.75,39.0284957885742
677774.25,7184158.75,40.0942993164063
677774.5,7184158.75,41.1990203857422
677774.75,7184158.75,42.4888381958008
677775.0,7184158.75,43.5843849182129
677775.25,7184158.75,44.2839012145996
677775.5,7184158.75,44.8239059448242
677775.75,7184158.75,45.3338813781738
677776.0,7184158.75,45.6227073669434
677776.25,7184158.75,45.5552215576172
677776.5,7184158.75,45.1637535095215
677776.75,7184158.75,44.8010520935059
677777.0,7184158.75,45.2109107971191
677777.25,7184158.75,45.4909362792969
677777.5,7184158.75,44.7292175292969
677777.75,7184158.75,44.1013488769531
677778.0,7184158.75,43.7447128295898
677778.25,7184158.75,43.0893363952637
677778.5,7184158.75,42.2972297668457
677778.75,7184158.75,42.1274261474609
677779.0,7184158.75,42.1344718933105
677779.25,7184158.75,41.8482971191406
677779.5,7184158.75,41.4521751403809
677779.75,7184158.75,41.4201354980469
677780.0,7184158.75,42.0896263122559
677780.25,7184158.75,43.6147155761719
677780.5,7184158.75,44.598217010498
677780.75,7184158.75,43.5201110839844
677770.0,7184159.0,25.8744888305664
677770.25,7184159.0,29.0629787445068
677770.5,7184159.0,31.2691307067871
677770.75,7184159.0,32.713695526123
677771.0,7184159.0,33.8433418273926
677771.25,7184159.0,34.6346778869629
677771.5,7184159.0,35.0693092346191
677771.75,7184159.0,35.4365653991699
677772.0,7184159.0,35.6569976806641
677772.25,7184159.0,35.9022598266602
677772.5,7184159.0,36.2406234741211
677772.75,7184159.0,36.5697059631348
677773.0,7184159.0,36.7668380737305
677773.25,7184159.0,36.8310508728027
677773.5,7184159.0,36.9730262756348
677773.75,7184159.0,37.3520927429199
677774.0,7184159.0,38.1380577087402
677774.25,7184159.0,39.0621528625488
677774.5,7184159.0,40.0802307128906
677774.75,7184159.0,41.6440696716309
677775.0,7184159.0,42.9444160461426
677775.25,7184159.0,43.867015838623
677775.5,7184159.0,44.6831665039063
677775.75,7184159.0,45.5901718139648
677776.0,7184159.0,46.2640571594238
677776.25,7184159.0,46.4604988098145
677776.5,7184159.0,46.3329849243164
677776.75,7184159.0,46.3860282897949
677777.0,7184159.0,47.0946769714355
677777.25,7184159.0,47.8666534423828
677777.5,7184159.0,46.4149780273438
677777.75,7184159.0,45.2330589294434
677778.0,7184159.0,44.891731262207
677778.25,7184159.0,44.5750350952148
677778.5,7184159.0,43.9340744018555
677778.75,7184159.0,43.456169128418
677779.0,7184159.0,43.1229438781738
677779.25,7184159.0,42.6789932250977
677779.5,7184159.0,42.2616844177246
677779.75,7184159.0,42.2414665222168
677780.0,7184159.0,42.7896728515625
677780.25,7184159.0,44.9105529785156
677780.5,7184159.0,46.4240570068359
677780.75,7184159.0,43.9263381958008
677781.0,7184159.0,42.3671760559082
677781.25,7184159.0,41.7438774108887
677781.5,7184159.0,41.6541061401367
677781.75,7184159.0,41.7883987426758
677770.0,7184159.25,21.7056579589844
677770.25,7184159.25,25.5598411560059
677770.5,7184159.25,27.9939136505127
677770.75,7184159.25,29.9302520751953
677771.0,7184159.25,31.5667419433594
677771.25,7184159.25,32.8843955993652
677771.5,7184159.25,33.8572387695313
677771.75,7184159.25,34.5970611572266
677772.0,7184159.25,35.0667343139648
677772.25,7184159.25,35.3692970275879
677772.5,7184159.25,35.8142509460449
677772.75,7184159.25,36.1212615966797
677773.0,7184159.25,36.143856048584
677773.25,7184159.25,36.0073013305664
677773.5,7184159.25,36.059024810791
677773.75,7184159.25,36.4158058166504
677774.0,7184159.25,37.1052627563477
677774.25,7184159.25,38.0510559082031
677774.5,7184159.25,39.377742767334
677774.75,7184159.25,41.0183906555176
677775.0,7184159.25,42.3472480773926
677775.25,7184159.25,43.3558464050293
677775.5,7184159.25,44.3487510681152
677775.75,7184159.25,45.7457504272461
677776.0,7184159.25,46.8294296264648
677776.25,7184159.25,47.2622680664063
677776.5,7184159.25,47.2862396240234
677776.75,7184159.25,47.4238967895508
677777.0,7184159.25,47.8172225952148
677777.25,7184159.25,47.9547271728516
677777.5,7184159.25,46.8520393371582
677777.75,7184159.25,45.6529579162598
677778.0,7184159.25,45.7595863342285
677778.25,7184159.25,45.8490028381348
677778.5,7184159.25,45.1660842895508
677778.75,7184159.25,44.4547233581543
677779.0,7184159.25,43.959041595459
677779.25,7184159.25,43.4706497192383
677779.5,7184159.25,43.1518898010254
677779.75,7184159.25,43.3432464599609
677780.0,7184159.25,43.9886283874512
677780.25,7184159.25,45.0210571289063
677780.5,7184159.25,44.9528045654297
677780.75,7184159.25,42.5077323913574
677781.0,7184159.25,41.7676734924316
677781.25,7184159.25,41.5715484619141
677781.5,7184159.25,41.6794357299805
677781.75,7184159.25,41.9173126220703
677782.0,7184159.25,42.1362495422363
677769.75,7184159.5,11.4099931716919
677770.0,7184159.5,16.2332077026367
677770.25,7184159.5,21.1603603363037
677770.5,7184159.5,23.6142292022705
677770.75,7184159.5,25.7651214599609
677771.0,7184159.5,27.8250999450684
677771.25,7184159.5,29.7229747772217
677771.5,7184159.5,31.3436031341553
677771.75,7184159.5,32.7015647888184
677772.0,7184159.5,33.6732063293457
677772.25,7184159.5,34.3249816894531
677772.5,7184159.5,34.8179779052734
677772.75,7184159.5,34.9826240539551
677773.0,7184159.5,34.7575187683105
677773.25,7184159.5,34.3934593200684
677773.5,7184159.5,34.4749603271484
677773.75,7184159.5,34.8491973876953
677774.0,7184159.5,35.5269241333008
677774.25,7184159.5,36.6557388305664
677774.5,7184159.5,38.3480186462402
677774.75,7184159.5,40.1069488525391
677775.0,7184159.5,41.5359001159668
677775.25,7184159.5,42.7206382751465
677775.5,7184159.5,43.8523712158203
677775.75,7184159.5,45.8841667175293
677776.0,7184159.5,47.3752746582031
677776.25,7184159.5,47.9836959838867
677776.5,7184159.5,48.0493202209473
677776.75,7184159.5,48.1891479492188
677777.0,7184159.5,48.2985305786133
677777.25,7184159.5,48.0914726257324
677777.5,7184159.5,47.3381233215332
677777.75,7184159.5,46.6355590820313
677778.0,7184159.5,46.5646591186523
677778.25,7184159.5,46.4572944641113
677778.5,7184159.5,45.8285255432129
677778.75,7184159.5,45.0207099914551
677779.0,7184159.5,44.5137977600098
677779.25,7184159.5,44.0050773620605
677779.5,7184159.5,43.7141609191895
677779.75,7184159.5,44.0378761291504
677780.0,7184159.5,44.6088523864746
677780.25,7184159.5,44.9574775695801
677780.5,7184159.5,44.3510055541992
677780.75,7184159.5,42.7608337402344
677781.0,7184159.5,42.0112800598145
677781.25,7184159.5,41.8361396789551
677781.5,7184159.5,41.9803237915039
677781.75,7184159.5,42.2536201477051
677782.0,7184159.5,42.4460487365723
677782.25,7184159.5,42.6097793579102
677782.5,7184159.5,42.7485046386719
677782.75,7184159.5,42.8579139709473
677783.0,7184159.5,42.9589576721191
677769.75,7184159.75,3.70775723457336
677770.0,7184159.75,8.40752029418945
677770.25,7184159.75,12.8731603622437
677770.5,7184159.75,15.981951713562
677770.75,7184159.75,19.0004482269287
677771.0,7184159.75,21.7489566802979
677771.25,7184159.75,24.5493087768555
677771.5,7184159.75,26.9772529602051
677771.75,7184159.75,29.1573352813721
677772.0,7184159.75,30.8824691772461
677772.25,7184159.75,31.9487190246582
677772.5,7184159.75,32.4547538757324
677772.75,7184159.75,32.4917526245117
677773.0,7184159.75,32.1239967346191
677773.25,7184159.75,31.6646823883057
677773.5,7184159.75,31.8752002716064
677773.75,7184159.75,32.3081741333008
677774.0,7184159.75,33.0390815734863
677774.25,7184159.75,34.3506927490234
677774.5,7184159.75,36.3373146057129
677774.75,7184159.75,38.3236236572266
677775.0,7184159.75,40.1786003112793
677775.25,7184159.75,42.0575752258301
677775.5,7184159.75,43.9385833740234
677775.75,7184159.75,46.171257019043
677776.0,7184159.75,47.8823699951172
677776.25,7184159.75,48.6180191040039
677776.5,7184159.75,48.6356735229492
677776.75,7184159.75,48.8411254882813
677777.0,7184159.75,48.7831535339355
677777.25,7184159.75,48.3747367858887
677777.5,7184159.75,47.728630065918
677777.75,7184159.75,47.2891807556152
677778.0,7184159.75,47.1250648498535
677778.25,7184159.75,46.8821640014648
677778.5,7184159.75,46.3195266723633
677778.75,7184159.75,45.6010475158691
677779.0,7184159.75,44.9739379882813
677779.25,7184159.75,44.3605041503906
677779.5,7184159.75,43.9265594482422
677779.75,7184159.75,44.2807312011719
677780.0,7184159.75,44.7346458435059
677780.25,7184159.75,44.8163719177246
677780.5,7184159.75,44.1321220397949
677780.75,7184159.75,43.1028480529785
677781.0,7184159.75,42.499568939209
677781.25,7184159.75,42.3357734680176
677781.5,7184159.75,42.4485626220703
677781.75,7184159.75,42.6725959777832
677782.0,7184159.75,42.8619728088379
677782.25,7184159.75,43.0047988891602
677782.5,7184159.75,43.0979995727539
677782.75,7184159.75,43.1341361999512
677783.0,7184159.75,43.1344680786133
677783.25,7184159.75,43.3393821716309
677783.5,7184159.75,43.5810661315918
677783.75,7184159.75,43.7766914367676
677769.75,7184160.0,-4.80567502975464
677770.0,7184160.0,-0.985481321811676
677770.25,7184160.0,2.06411981582642
677770.5,7184160.0,5.5086464881897
677770.75,7184160.0,9.54036808013916
677771.0,7184160.0,13.1357107162476
677771.25,7184160.0,16.9523277282715
677771.5,7184160.0,20.307804107666
677771.75,7184160.0,23.4776763916016
677772.0,7184160.0,26.0198135375977
677772.25,7184160.0,27.3437843322754
677772.5,7184160.0,27.9594497680664
677772.75,7184160.0,28.1749305725098
677773.0,7184160.0,28.1703262329102
677773.25,7184160.0,28.0062236785889
677773.5,7184160.0,28.1634140014648
677773.75,7184160.0,28.5975894927979
677774.0,7184160.0,29.3524417877197
677774.25,7184160.0,30.63014793396
677774.5,7184160.0,32.8074150085449
677774.75,7184160.0,35.1040840148926
677775.0,7184160.0,37.6104164123535
677775.25,7184160.0,40.332202911377
677775.5,7184160.0,42.8954849243164
677775.75,7184160.0,45.6172561645508
677776.0,7184160.0,47.8469429016113
677776.25,7184160.0,48.9468765258789
677776.5,7184160.0,49.2038688659668
677776.75,7184160.0,49.2961006164551
677777.0,7184160.0,49.0706024169922
677777.25,7184160.0,48.5160064697266
677777.5,7184160.0,47.8183174133301
677777.75,7184160.0,47.5175399780273
677778.0,7184160.0,47.3380088806152
677778.25,7184160.0,47.0634689331055
677778.5,7184160.0,46.5707511901855
677778.75,7184160.0,45.9487495422363
677779.0,7184160.0,45.3422775268555
677779.25,7184160.0,44.7663040161133
677779.5,7184160.0,44.3419952392578
677779.75,7184160.0,44.3874588012695
677780.0,7184160.0,44.5919380187988
677780.25,7184160.0,44.5736465454102
677780.5,7184160.0,43.8670463562012
677780.75,7184160.0,43.2649955749512
677781.0,7184160.0,42.9485626220703
677781.25,7184160.0,42.9020729064941
677781.5,7184160.0,43.0320129394531
677781.75,7184160.0,43.2389526367188
677782.0,7184160.0,43.4236183166504
677782.25,7184160.0,43.5420951843262
677782.5,7184160.0,43.5817375183105
677782.75,7184160.0,43.542854309082
677783.0,7184160.0,43.3714561462402
677783.25,7184160.0,43.627799987793
677783.5,7184160.0,43.9096145629883
677783.75,7184160.0,44.1231346130371
677784.0,7184160.0,44.2280883789063
677784.25,7184160.0,44.2965621948242
677784.5,7184160.0,44.3779792785645
677769.5,7184160.25,-18.6754550933838
677769.75,7184160.25,-14.1661348342896
677770.0,7184160.25,-12.7380084991455
677770.25,7184160.25,-11.4801731109619
677770.5,7184160.25,-7.85291147232056
677770.75,7184160.25,-2.13087964057922
677771.0,7184160.25,2.64673566818237
677771.25,7184160.25,7.27558708190918
677771.5,7184160.25,11.4659738540649
677771.75,7184160.25,15.2411603927612
677772.0,7184160.25,18.3874530792236
677772.25,7184160.25,19.9316444396973
677772.5,7184160.25,20.9876308441162
677772.75,7184160.25,21.8473091125488
677773.0,7184160.25,22.4776554107666
677773.25,7184160.25,22.7065544128418
677773.5,7184160.25,23.0578727722168
677773.75,7184160.25,23.6087226867676
677774.0,7184160.25,24.3823471069336
677774.25,7184160.25,25.6007862091064
677774.5,7184160.25,27.5347461700439
677774.75,7184160.25,30.002161026001
677775.0,7184160.25,32.9750938415527
677775.25,7184160.25,36.4369125366211
677775.5,7184160.25,39.5056076049805
677775.75,7184160.25,43.0722579956055
677776.0,7184160.25,46.3601264953613
677776.25,7184160.25,47.9821319580078
677776.5,7184160.25,48.5046310424805
677776.75,7184160.25,48.7454261779785
677777.0,7184160.25,48.6821060180664
677777.25,7184160.25,48.2453117370605
677777.5,7184160.25,47.6818428039551
677777.75,7184160.25,47.3379325866699
677778.0,7184160.25,47.1222190856934
677778.25,7184160.25,46.8777313232422
677778.5,7184160.25,46.485050201416
677778.75,7184160.25,46.0021286010742
677779.0,7184160.25,45.5139274597168
677779.25,7184160.25,44.9951972961426
677779.5,7184160.25,44.4973907470703
677779.75,7184160.25,44.2645111083984
677780.0,7184160.25,44.2119522094727
677780.25,7184160.25,44.0188598632813
677780.5,7184160.25,43.4695663452148
677780.75,7184160.25,43.3679084777832
677781.0,7184160.25,43.4024238586426
677781.25,7184160.25,43.5274391174316
677781.5,7184160.25,43.7218132019043
677781.75,7184160.25,43.9461631774902
677782.0,7184160.25,44.1305847167969
677782.25,7184160.25,44.2196922302246
677782.5,7184160.25,44.2017517089844
677782.75,7184160.25,44.1036834716797
677783.0,7184160.25,44.0038833618164
677783.25,7184160.25,44.1463394165039
677783.5,7184160.25,44.3594856262207
677783.75,7184160.25,44.5437202453613
677784.0,7184160.25,44.5692405700684
677784.25,7184160.25,44.5689010620117
677784.5,7184160.25,44.6026992797852
677784.75,7184160.25,44.7366638183594
677769.25,7184160.5,-32.8773651123047
677769.5,7184160.5,-29.9629783630371
677769.75,7184160.5,-26.2669925689697
677770.0,7184160.5,-28.613712310791
677770.25,7184160.5,-29.770938873291
677770.5,7184160.5,-25.7329616546631
677770.75,7184160.5,-17.3320751190186
677771.0,7184160.5,-11.3168306350708
677771.25,7184160.5,-5.07914590835571
677771.5,7184160.5,-0.235965773463249
677771.75,7184160.5,3.53717851638794
677772.0,7184160.5,6.71960067749023
677772.25,7184160.5,9.23103618621826
677772.5,7184160.5,11.4117879867554
677772.75,7184160.5,13.4076070785522
677773.0,7184160.5,15.0289125442505
677773.25,7184160.5,15.8209095001221
677773.5,7184160.5,16.5160217285156
677773.75,7184160.5,17.0821132659912
677774.0,7184160.5,17.5581359863281
677774.25,7184160.5,18.3771362304688
677774.5,7184160.5,20.0578746795654
677774.75,7184160.5,22.5127429962158
677775.0,7184160.5,25.1093845367432
677775.25,7184160.5,28.3384590148926
677775.5,7184160.5,32.052562713623
677775.75,7184160.5,37.2690963745117
677776.0,7184160.5,42.4678115844727
677776.25,7184160.5,44.6851081848145
677776.5,7184160.5,45.609977722168
677776.75,7184160.5,46.5131416320801
677777.0,7184160.5,47.1072998046875
677777.25,7184160.5,47.0564880371094
677777.5,7184160.5,46.7100715637207
677777.75,7184160.5,46.4245834350586
677778.0,7184160.5,46.2645225524902
677778.25,7184160.5,46.178897857666
677778.5,7184160.5,45.9711837768555
677778.75,7184160.5,45.710205078125
677779.0,7184160.5,45.4060249328613
677779.25,7184160.5,44.9783515930176
677779.5,7184160.5,44.3945083618164
677779.75,7184160.5,44.0068435668945
677780.0,7184160.5,43.9653396606445
677780.25,7184160.5,43.9514007568359
677780.5,7184160.5,43.7924003601074
677780.75,7184160.5,43.8701400756836
677781.0,7184160.5,44.0592193603516
677781.25,7184160.5,44.2924919128418
677781.5,7184160.5,44.5214958190918
677781.75,7184160.5,44.7553291320801
677782.0,7184160.5,44.935546875
677782.25,7184160.5,45.0016021728516
677782.5,7184160.5,44.921802520752
677782.75,7184160.5,44.7358551025391
677783.0,7184160.5,44.6411514282227
677783.25,7184160.5,44.7014923095703
677783.5,7184160.5,44.8115348815918
677783.75,7184160.5,44.8925819396973
677784.0,7184160.5,44.8811340332031
677784.25,7184160.5,44.8368530273438
677784.5,7184160.5,44.8228034973145
677784.75,7184160.5,44.9765968322754
677785.0,7184160.5,45.1716918945313
677785.25,7184160.5,45.349983215332
677785.5,7184160.5,45.4619941711426
677769.25,7184160.75,-44.832950592041
677769.5,7184160.75,-46.0065650939941
677769.75,7184160.75,-47.4145584106445
