,LESTE,NORTE,ANOM,GH
264,654198,7285026,0.0,0.0
265,654298,7285026,0.0,0.0
266,654398,7285026,0.0,0.0
267,654498,7285026,0.0,0.0
268,654598,7285026,0.0,0.0
269,654698,7285026,0.0,0.0
270,654798,7285026,0.0,0.0
271,654898,7285026,0.0,0.0
272,654998,7285026,-0.0,0.0
273,655098,7285026,0.0,0.0
274,655198,7285026,-0.0,0.0
275,655298,7285026,-0.0,0.0
276,655398,7285026,0.0,0.0
277,655498,7285026,-0.0,0.0
278,655598,7285026,-0.0,0.0
279,655698,7285026,0.0,0.0
280,655798,7285026,-0.0,0.0
281,655898,7285026,0.0,0.0
282,655998,7285026,0.0,0.0
283,656098,7285026,0.0,0.0
284,656198,7285026,0.0,0.0
285,656298,7285026,0.0,0.0
286,656398,7285026,0.0,0.0
287,656498,7285026,0.0,0.0
288,656598,7285026,0.0,0.0
289,656698,7285026,0.0,0.0
290,656798,7285026,-0.0,0.0
291,656898,7285026,-0.0,0.0
292,656998,7285026,0.0,0.0
293,657098,7285026,0.0,0.0
294,657198,7285026,0.0,0.0
295,657298,7285026,-0.0,0.0
296,657398,7285026,0.0,0.0
297,657498,7285026,0.0,0.0
298,657598,7285026,-0.0,0.0
299,657698,7285026,-0.0,0.0
300,657798,7285026,0.0,0.0
301,657898,7285026,0.0,0.0
302,657998,7285026,0.0,0.0
303,658098,7285026,0.0,0.0
304,658198,7285026,-0.0,0.0
305,658298,7285026,-0.0,0.0
306,658398,7285026,-0.0,0.0
307,658498,7285026,-0.0,0.0
308,658598,7285026,-0.0,0.0
309,658698,7285026,-0.0,0.0
310,658798,7285026,-0.0,0.0
311,658898,7285026,-0.0,0.0
312,658998,7285026,0.0,0.0
313,659098,7285026,0.0,0.0
314,659198,7285026,0.0,0.0
315,659298,7285026,0.0,0.0
316,659398,7285026,0.0,0.0
317,659498,7285026,0.0,0.0
318,659598,7285026,0.0,0.0
319,659698,7285026,-0.0,0.0
320,659798,7285026,0.0,0.0
321,659898,7285026,0.0,0.0
322,659998,7285026,-0.0,0.0
323,660098,7285026,-0.0,0.0
324,660198,7285026,0.0,0.0
325,660298,7285026,0.0,0.0
326,660398,7285026,0.0,0.0
327,660498,7285026,0.0,0.0
328,660598,7285026,0.0,0.0
329,660698,7285026,0.0,0.0
330,660798,7285026,0.0,0.0
331,660898,7285026,0.0,0.0
332,660998,7285026,-0.0,0.0
333,661098,7285026,-0.0,0.0
334,661198,7285026,-0.0,0.0
335,661298,7285026,-0.0,0.0
336,661398,7285026,-0.0,0.0
337,661498,7285026,-0.0,0.0
338,661598,7285026,0.0,0.0
339,661698,7285026,0.0,0.0
340,661798,7285026,-0.0,0.0
341,661898,7285026,-0.0,0.0
342,661998,7285026,-0.0,0.0
343,662098,7285026,0.0,0.0
344,662198,7285026,0.0,0.0
345,662298,7285026,0.0,0.0
346,662398,7285026,0.0,0.0
347,662498,7285026,0.0,0.0
348,662598,7285026,-0.0,0.0
349,662698,7285026,-0.0,0.0
350,662798,7285026,-0.0,0.0
351,662898,7285026,-0.0,0.0
352,662998,7285026,-0.0,0.0
353,663098,7285026,-0.0,0.0
354,663198,7285026,-0.0,0.0
355,663298,7285026,-0.0,0.0
356,663398,7285026,0.0,0.0
357,663498,7285026,0.0,0.0
358,663598,7285026,0.0,0.0
359,663698,7285026,-0.0,0.0
360,663798,7285026,0.0,0.0
361,663898,7285026,0.0,0.0
362,663998,7285026,-0.0,0.0
363,664098,7285026,-0.0,0.0
364,664198,7285026,0.0,0.0
365,664298,7285026,0.0,0.0
366,652198,7285126,0.0,0.0
367,652298,7285126,0.0,0.0
368,652398,7285126,0.0,0.0
369,652498,7285126,-0.0,0.0
370,652598,7285126,0.0,0.0
371,652698,7285126,0.0,0.0
372,652798,7285126,0.0,0.0
373,652898,7285126,0.0,0.0
374,652998,7285126,0.0,0.0
375,653098,7285126,0.0,0.0
376,653198,7285126,-0.0,0.0
377,653298,7285126,-0.0,0.0
378,653398,7285126,-0.0,0.0
379,653498,7285126,0.0,0.0
380,653598,7285126,0.0,0.0
381,653698,7285126,0.0,0.0
382,653798,7285126,0.0,0.0
383,653898,7285126,0.0,0.0
384,653998,7285126,0.0,0.0
385,654098,7285126,0.0,0.0
386,654198,7285126,-0.0,0.0
387,654298,7285126,-0.0,0.0
388,654398,7285126,0.0,0.0
389,654498,7285126,0.0,0.0
390,654598,7285126,0.0,0.0
391,654698,7285126,0.0,0.0
392,654798,7285126,0.0,0.0
393,654898,7285126,0.0,0.0
394,654998,7285126,0.0,0.0
395,655098,7285126,-0.0,0.0
396,655198,7285126,0.0,0.0
397,655298,7285126,0.0,0.0
398,655398,7285126,0.0,0.0
399,655498,7285126,0.0,0.0
400,655598,7285126,-0.0,0.0
401,655698,7285126,0.0,0.0
402,655798,7285126,0.0,0.0
403,655898,7285126,0.0,0.0
404,655998,7285126,0.0,0.0
405,656098,7285126,0.0,0.0
406,656198,7285126,0.0,0.0
407,656298,7285126,0.0,0.0
408,656398,7285126,0.0,0.0
409,656498,7285126,0.0,0.0
410,656598,7285126,0.0,0.0
411,656698,7285126,0.0,0.0
412,656798,7285126,-0.0,0.0
413,656898,7285126,0.0,0.0
414,656998,7285126,-0.0,0.0
415,657098,7285126,0.0,0.0
416,657198,7285126,-0.0,0.0
417,657298,7285126,0.0,0.0
418,657398,7285126,-0.0,0.0
419,657498,7285126,-0.0,0.0
420,657598,7285126,0.0,0.0
421,657698,7285126,0.0,0.0
422,657798,7285126,-0.0,0.0
423,657898,7285126,0.0,0.0
424,657998,7285126,-0.0,0.0
425,658098,7285126,0.0,0.0
426,658198,7285126,0.0,0.0
427,658298,7285126,-0.0,0.0
428,658398,7285126,0.0,0.0
429,658498,7285126,-0.0,0.0
430,658598,7285126,0.0,0.0
431,658698,7285126,-0.0,0.0
432,658798,7285126,0.0,0.0
433,658898,7285126,-0.0,0.0
434,658998,7285126,-0.0,0.0
435,659098,7285126,0.0,0.0
436,659198,7285126,-0.0,0.0
437,659298,7285126,0.0,0.0
438,659398,7285126,-0.0,0.0
439,659498,7285126,0.0,0.0
440,659598,7285126,-0.0,0.0
441,659698,7285126,0.0,0.0
442,659798,7285126,-0.0,0.0
443,659898,7285126,-0.0,0.0
444,659998,7285126,0.0,0.0
445,660098,7285126,0.0,0.0
446,660198,7285126,-0.0,0.0
447,660298,7285126,0.0,0.0
448,660398,7285126,-0.0,0.0
449,660498,7285126,0.0,0.0
450,660598,7285126,-0.0,0.0
451,660698,7285126,0.0,0.0
452,660798,7285126,-0.0,0.0
453,660898,7285126,-0.0,0.0
454,660998,7285126,0.0,0.0
455,661098,7285126,-0.0,0.0
456,661198,7285126,0.0,0.0
457,661298,7285126,0.0,0.0
458,661398,7285126,0.0,0.0
459,661498,7285126,-0.0,0.0
460,661598,7285126,-0.0,0.0
461,661698,7285126,-0.0,0.0
462,661798,7285126,0.0,0.0
463,661898,7285126,0.0,0.0
464,661998,7285126,0.0,0.0
465,662098,7285126,0.0,0.0
466,662198,7285126,-0.0,0.0
467,662298,7285126,-0.0,0.0
468,662398,7285126,-0.0,0.0
469,662498,7285126,0.0,0.0
470,662598,7285126,0.0,0.0
471,662698,7285126,-0.0,0.0
472,662798,7285126,0.0,0.0
473,662898,7285126,-0.0,0.0
474,662998,7285126,0.0,0.0
475,663098,7285126,-0.0,0.0
476,663198,7285126,0.0,0.0
477,663298,7285126,0.0,0.0
478,663398,7285126,-0.0,0.0
479,663498,7285126,0.0,0.0
480,663598,7285126,-0.0,0.0
481,663698,7285126,0.0,0.0
482,663798,7285126,-0.0,0.0
483,663898,7285126,-0.0,0.0
484,663998,7285126,0.0,0.0
485,664098,7285126,-0.0,0.0
486,664198,7285126,0.0,0.0
487,664298,7285126,0.0,0.0
488,652198,7285226,0.0,0.0
489,652298,7285226,0.0,0.0
490,652398,7285226,0.0,0.0
491,652498,7285226,0.0,0.0
492,652598,7285226,0.0,0.0
493,652698,7285226,-0.0,0.0
494,652798,7285226,0.0,0.0
495,652898,7285226,0.0,0.0
496,652998,7285226,-0.0,0.0
497,653098,7285226,0.0,0.0
498,653198,7285226,0.0,0.0
499,653298,7285226,0.0,0.0
500,653398,7285226,0.0,0.0
501,653498,7285226,-0.0,0.0
502,653598,7285226,0.0,0.0
503,653698,7285226,0.0,0.0
504,653798,7285226,0.0,0.0
505,653898,7285226,0.0,0.0
506,653998,7285226,0.0,0.0
507,654098,7285226,0.0,0.0
508,654198,7285226,0.0,0.0
509,654298,7285226,0.0,0.0
510,654398,7285226,0.0,0.0
511,654498,7285226,0.0,0.0
512,654598,7285226,-0.0,0.0
513,654698,7285226,0.0,0.0
514,654798,7285226,0.0,0.0
515,654898,7285226,0.0,0.0
516,654998,7285226,0.0,0.0
517,655098,7285226,0.0,0.0
518,655198,7285226,-0.0,0.0
519,655298,7285226,-0.0,0.0
520,655398,7285226,0.0,0.0
521,655498,7285226,-0.0,0.0
522,655598,7285226,-0.0,0.0
523,655698,7285226,0.0,0.0
524,655798,7285226,0.0,0.0
525,655898,7285226,0.0,0.0
526,655998,7285226,0.0,0.0
527,656098,7285226,0.0,0.0
528,656198,7285226,0.0,0.0
529,656298,7285226,0.0,0.0
530,656398,7285226,0.0,0.0
531,656498,7285226,0.0,0.0
532,656598,7285226,0.0,0.0
533,656698,7285226,-0.0,0.0
534,656798,7285226,0.0,0.0
535,656898,7285226,-0.0,0.0
536,656998,7285226,-0.0,0.0
537,657098,7285226,-0.0,0.0
538,657198,7285226,0.0,0.0
539,657298,7285226,0.0,0.0
540,657398,7285226,0.0,0.0
541,657498,7285226,0.0,0.0
542,657598,7285226,0.0,0.0
543,657698,7285226,-0.0,0.0
544,657798,7285226,-0.0,0.0
545,657898,7285226,-0.0,0.0
546,657998,7285226,-0.0,0.0
547,658098,7285226,0.0,0.0
548,658198,7285226,0.0,0.0
549,658298,7285226,0.0,0.0
550,658398,7285226,-0.0,0.0
551,658498,7285226,0.0,0.0
552,658598,7285226,0.0,0.0
553,658698,7285226,0.0,0.0
554,658798,7285226,-0.0,0.0
555,658898,7285226,-0.0,0.0
556,658998,7285226,-0.0,0.0
557,659098,7285226,-0.0,0.0
558,659198,7285226,0.0,0.0
559,659298,7285226,-0.0,0.0
560,659398,7285226,-0.0,0.0
561,659498,7285226,-0.0,0.0
562,659598,7285226,0.0,0.0
563,659698,7285226,0.0,0.0
564,659798,7285226,0.0,0.0
565,659898,7285226,0.0,0.0
566,659998,7285226,-0.0,0.0
567,660098,7285226,-0.0,0.0
568,660198,7285226,-0.0,0.0
569,660298,7285226,-0.0,0.0
570,660398,7285226,0.0,0.0
571,660498,7285226,0.0,0.0
572,660598,7285226,-0.0,0.0
573,660698,7285226,-0.0,0.0
574,660798,7285226,-0.0,0.0
575,660898,7285226,0.0,0.0
576,660998,7285226,0.0,0.0
577,661098,7285226,0.0,0.0
578,661198,7285226,-0.0,0.0
579,661298,7285226,-0.0,0.0
580,661398,7285226,0.0,0.0
581,661498,7285226,-0.0,0.0
582,661598,7285226,-0.0,0.0
583,661698,7285226,0.0,0.0
584,661798,7285226,0.0,0.0
585,661898,7285226,0.0,0.0
586,661998,7285226,-0.0,0.0
587,662098,7285226,-0.0,0.0
588,662198,7285226,-0.0,0.0
589,662298,7285226,-0.0,0.0
590,662398,7285226,0.0,0.0
591,662498,7285226,0.0,0.0
592,662598,7285226,0.0,0.0
593,662698,7285226,0.0,0.0
594,662798,7285226,-0.0,0.0
595,662898,7285226,-0.0,0.0
596,662998,7285226,0.0,0.0
597,663098,7285226,0.0,0.0
598,663198,7285226,0.0,0.0
599,663298,7285226,-0.0,0.0
600,663398,7285226,-0.0,0.0
601,663498,7285226,-0.0,0.0
602,663598,7285226,0.0,0.0
603,663698,7285226,-0.0,0.0
604,663798,7285226,-0.0,0.0
605,663898,7285226,0.0,0.0
606,663998,7285226,0.0,0.0
607,664098,7285226,-0.0,0.0
608,664198,7285226,-0.0,0.0
609,664298,7285226,0.0,0.0
610,652198,7285326,0.0,0.0
611,652298,7285326,0.0,0.0
612,652398,7285326,0.0,0.0
613,652498,7285326,0.0,0.0
614,652598,7285326,-0.0,0.0
615,652698,7285326,0.0,0.0
616,652798,7285326,0.0,0.0
617,652898,7285326,0.0,0.0
618,652998,7285326,0.0,0.0
619,653098,7285326,0.0,0.0
620,653198,7285326,0.0,0.0
621,653298,7285326,0.0,0.0
622,653398,7285326,-0.0,0.0
623,653498,7285326,0.0,0.0
624,653598,7285326,0.0,0.0
625,653698,7285326,0.0,0.0
626,653798,7285326,0.0,0.0
627,653898,7285326,0.0,0.0
628,653998,7285326,0.0,0.0
629,654098,7285326,-0.0,0.0
630,654198,7285326,0.0,0.0
631,654298,7285326,0.0,0.0
632,654398,7285326,-0.0,0.0
633,654498,7285326,-0.0,0.0
634,654598,7285326,0.0,0.0
635,654698,7285326,0.0,0.0
636,654798,7285326,-0.0,0.0
637,654898,7285326,0.0,0.0
638,654998,7285326,0.0,0.0
639,655098,7285326,0.0,0.0
640,655198,7285326,-0.0,0.0
641,655298,7285326,0.0,0.0
642,655398,7285326,0.0,0.0
643,655498,7285326,0.0,0.0
644,655598,7285326,-0.0,0.0
645,655698,7285326,0.0,0.0
646,655798,7285326,0.0,0.0
647,655898,7285326,0.0,0.0
648,655998,7285326,0.0,0.0
649,656098,7285326,0.0,0.0
650,656198,7285326,0.0,0.0
651,656298,7285326,-0.0,0.0
652,656398,7285326,-0.0,0.0
653,656498,7285326,0.0,0.0
654,656598,7285326,0.0,0.0
655,656698,7285326,0.0,0.0
656,656798,7285326,-0.0,0.0
657,656898,7285326,-0.0,0.0
658,656998,7285326,0.0,0.0
659,657098,7285326,-0.0,0.0
660,657198,7285326,-0.0,0.0
661,657298,7285326,0.0,0.0
662,657398,7285326,0.0,0.0
663,657498,7285326,0.0,0.0
664,657598,7285326,-0.0,0.0
665,657698,7285326,-0.0,0.0
666,657798,7285326,0.0,0.0
667,657898,7285326,-0.0,0.0
668,657998,7285326,-0.0,0.0
669,658098,7285326,-0.0,0.0
670,658198,7285326,-0.0,0.0
671,658298,7285326,0.0,0.0
672,658398,7285326,0.0,0.0
673,658498,7285326,0.0,0.0
674,658598,7285326,-0.0,0.0
675,658698,7285326,-0.0,0.0
676,658798,7285326,0.0,0.0
677,658898,7285326,-0.0,0.0
678,658998,7285326,0.0,0.0
679,659098,7285326,0.0,0.0
680,659198,7285326,-0.0,0.0
681,659298,7285326,-0.0,0.0
682,659398,7285326,0.0,0.0
683,659498,7285326,-0.0,0.0
684,659598,7285326,-0.0,0.0
685,659698,7285326,0.0,0.0
686,659798,7285326,0.0,0.0
687,659898,7285326,-0.0,0.0
688,659998,7285326,0.0,0.0
689,660098,7285326,-0.0,0.0
690,660198,7285326,0.0,0.0
691,660298,7285326,-0.0,0.0
692,660398,7285326,-0.0,0.0
693,660498,7285326,0.0,0.0
694,660598,7285326,0.0,0.0
695,660698,7285326,-0.0,0.0
696,660798,7285326,0.0,0.0
697,660898,7285326,0.0,0.0
698,660998,7285326,-0.0,0.0
699,661098,7285326,-0.0,0.0
700,661198,7285326,0.0,0.0
701,661298,7285326,0.0,0.0
702,661398,7285326,-0.0,0.0
703,661498,7285326,-0.0,0.0
704,661598,7285326,0.0,0.0
705,661698,7285326,0.0,0.0
706,661798,7285326,-0.0,0.0
707,661898,7285326,0.0,0.0
708,661998,7285326,0.0,0.0
709,662098,7285326,0.0,0.0
710,662198,7285326,0.0,0.0
711,662298,7285326,0.0,0.0
712,662398,7285326,-0.0,0.0
713,662498,7285326,-0.0,0.0
714,662598,7285326,-0.0,0.0
715,662698,7285326,0.0,0.0
716,662798,7285326,0.0,0.0
717,662898,7285326,-0.0,0.0
718,662998,7285326,-0.0,0.0
719,663098,7285326,0.0,0.0
720,663198,7285326,-0.0,0.0
721,663298,7285326,-0.0,0.0
722,663398,7285326,0.0,0.0
723,663498,7285326,-0.0,0.0
724,663598,7285326,0.0,0.0
725,663698,7285326,-0.0,0.0
726,663798,7285326,0.0,0.0
727,663898,7285326,0.0,0.0
728,663998,7285326,-0.0,0.0
729,664098,7285326,-0.0,0.0
730,664198,7285326,0.0,0.0
731,664298,7285326,-0.0,0.0
732,652198,7285426,0.0,0.0
733,652298,7285426,0.0,0.0
734,652398,7285426,0.0,0.0
735,652498,7285426,0.0,0.0
736,652598,7285426,0.0,0.0
737,652698,7285426,0.0,0.0
738,652798,7285426,0.0,0.0
739,652898,7285426,0.0,0.0
740,652998,7285426,-0.0,0.0
741,653098,7285426,0.0,0.0
742,653198,7285426,0.0,0.0
743,653298,7285426,0.0,0.0
744,653398,7285426,0.0,0.0
745,653498,7285426,0.0,0.0
746,653598,7285426,0.0,0.0
747,653698,7285426,-0.0,0.0
748,653798,7285426,0.0,0.0
749,653898,7285426,0.0,0.0
750,653998,7285426,0.0,0.0
751,654098,7285426,0.0,0.0
752,654198,7285426,0.0,0.0
753,654298,7285426,-0.0,0.0
754,654398,7285426,0.0,0.0
755,654498,7285426,0.0,0.0
756,654598,7285426,0.0,0.0
757,654698,7285426,0.0,0.0
758,654798,7285426,0.0,0.0
759,654898,7285426,0.0,0.0
760,654998,7285426,0.0,0.0
761,655098,7285426,0.0,0.0
762,655198,7285426,0.0,0.0
763,655298,7285426,-0.0,0.0
764,655398,7285426,-0.0,0.0
765,655498,7285426,-0.0,0.0
766,655598,7285426,-0.0,0.0
767,655698,7285426,0.0,0.0
768,655798,7285426,-0.0,0.0
769,655898,7285426,-0.0,0.0
770,655998,7285426,0.0,0.0
771,656098,7285426,0.0,0.0
772,656198,7285426,0.0,0.0
773,656298,7285426,0.0,0.0
774,656398,7285426,0.0,0.0
775,656498,7285426,0.0,0.0
776,656598,7285426,0.0,0.0
777,656698,7285426,-0.0,0.0
778,656798,7285426,-0.0,0.0
779,656898,7285426,0.0,0.0
780,656998,7285426,0.0,0.0
781,657098,7285426,-0.0,0.0
782,657198,7285426,-0.0,0.0
783,657298,7285426,0.0,0.0
784,657398,7285426,0.0,0.0
785,657498,7285426,-0.0,0.0
786,657598,7285426,-0.0,0.0
787,657698,7285426,0.0,0.0
788,657798,7285426,0.0,0.0
789,657898,7285426,-0.0,0.0
790,657998,7285426,0.0,0.0
791,658098,7285426,-0.0,0.0
792,658198,7285426,-0.0,0.0
793,658298,7285426,0.0,0.0
794,658398,7285426,0.0,0.0
795,658498,7285426,-0.0,0.0
796,658598,7285426,-0.0,0.0
797,658698,7285426,-0.0,0.0
798,658798,7285426,-0.0,0.0
799,658898,7285426,0.0,0.0
800,658998,7285426,0.0,0.0
801,659098,7285426,-0.0,0.0
802,659198,7285426,-0.0,0.0
803,659298,7285426,0.0,0.0
804,659398,7285426,0.0,0.0
805,659498,7285426,-0.0,0.0
806,659598,7285426,-0.0,0.0
