,LESTE,NORTE,ANOM,GH
3210,655998,7287426,0.0,0.0
3211,656098,7287426,-0.0,0.0
3212,656198,7287426,-0.0,0.0
3213,656298,7287426,0.0,0.0
3214,656398,7287426,0.0,0.0
3215,656498,7287426,-0.0,0.0
3216,656598,7287426,-0.0,0.0
3217,656698,7287426,0.0,0.0
3218,656798,7287426,0.0,0.0
3219,656898,7287426,-0.0,0.0
3220,656998,7287426,-0.0,0.0
3221,657098,7287426,-0.0,0.0
3222,657198,7287426,0.0,0.0
3223,657298,7287426,-0.0,0.0
3224,657398,7287426,-0.0,0.0
3225,657498,7287426,-0.0,5e-05
3226,657598,7287426,0.08,0.002651886121235224
3227,657698,7287426,0.77,0.00560357029044876
3228,657798,7287426,1.02,0.0012041594578792295
3229,657898,7287426,1.01,0.0001802775637731996
3230,657998,7287426,1.0,5.000000000000004e-05
3231,658098,7287426,1.0,0.0
3232,658198,7287426,1.0,0.0
3233,658298,7287426,1.0,0.0
3234,658398,7287426,1.0,0.0
3235,658498,7287426,1.0,0.0
3236,658598,7287426,1.0,0.0
3237,658698,7287426,1.0,0.0
3238,658798,7287426,1.01,0.0002500000000000002
3239,658898,7287426,1.07,0.0003041381265149112
3240,658998,7287426,0.93,0.004310452412450461
3241,659098,7287426,0.1,0.003521718330588067
3242,659198,7287426,-0.03,0.0004123105625617661
3243,659298,7287426,-0.01,0.00011180339887498949
3244,659398,7287426,0.0,5e-05
3245,659498,7287426,0.0,0.0
3246,659598,7287426,0.0,0.0
3247,659698,7287426,-0.0,0.0
3248,659798,7287426,-0.0,0.0
3249,659898,7287426,-0.0,0.0
3250,659998,7287426,0.0,0.0
3251,660098,7287426,-0.0,0.0
3252,660198,7287426,-0.0,0.0
3253,660298,7287426,0.0,0.0
3254,660398,7287426,0.0,0.0
3255,660498,7287426,-0.0,0.0
3256,660598,7287426,-0.0,0.0
3257,660698,7287426,0.0,0.0
3258,660798,7287426,0.0,0.0
3259,660898,7287426,-0.0,0.0
3260,660998,7287426,-0.0,0.0
3261,661098,7287426,0.0,0.0
3262,661198,7287426,0.0,0.0
3263,661298,7287426,-0.0,0.0
3264,661398,7287426,-0.0,0.0
3265,661498,7287426,0.0,0.0
3266,661598,7287426,0.0,0.0
3267,661698,7287426,-0.0,0.0
3268,661798,7287426,-0.0,0.0
3269,661898,7287426,0.0,0.0
3270,661998,7287426,-0.0,0.0
3271,662098,7287426,0.0,0.0
3272,662198,7287426,0.0,0.0
3273,662298,7287426,0.0,0.0
3274,662398,7287426,0.0,0.0
3275,662498,7287426,-0.0,0.0
3276,662598,7287426,0.0,0.0
3277,662698,7287426,0.0,0.0
3278,662798,7287426,-0.0,0.0
3279,662898,7287426,0.0,0.0
3280,662998,7287426,0.0,0.0
3281,663098,7287426,-0.0,0.0
3282,663198,7287426,-0.0,0.0
3283,663298,7287426,0.0,0.0
3284,663398,7287426,0.0,0.0
3285,663498,7287426,-0.0,0.0
3286,663598,7287426,0.0,0.0
3287,663698,7287426,-0.0,0.0
3288,663798,7287426,0.0,0.0
3289,663898,7287426,-0.0,0.0
3290,663998,7287426,0.0,0.0
3291,664098,7287426,-0.0,0.0
3292,664198,7287426,0.0,0.0
3293,664298,7287426,0.0,0.0
3294,652198,7287526,0.0,0.0
3295,652298,7287526,0.0,0.0
3296,652398,7287526,-0.0,0.0
3297,652498,7287526,0.0,0.0
3298,652598,7287526,0.0,0.0
3299,652698,7287526,0.0,0.0
3300,652798,7287526,0.0,0.0
3301,652898,7287526,0.0,0.0
3302,652998,7287526,-0.0,0.0
3303,653098,7287526,0.0,0.0
3304,653198,7287526,-0.0,0.0
3305,653298,7287526,0.0,0.0
3306,653398,7287526,-0.0,0.0
3307,653498,7287526,-0.0,0.0
3308,653598,7287526,-0.0,0.0
3309,653698,7287526,-0.0,0.0
3310,653798,7287526,-0.0,0.0
3311,653898,7287526,0.0,0.0
3312,653998,7287526,0.0,0.0
3313,654098,7287526,0.0,0.0
3314,654198,7287526,0.0,0.0
3315,654298,7287526,0.0,0.0
3316,654398,7287526,0.0,0.0
3317,654498,7287526,-0.0,0.0
3318,654598,7287526,-0.0,0.0
3319,654698,7287526,-0.0,0.0
3320,654798,7287526,0.0,0.0
3321,654898,7287526,-0.0,0.0
3322,654998,7287526,0.0,0.0
3323,655098,7287526,0.0,0.0
3324,655198,7287526,-0.0,0.0
3325,655298,7287526,-0.0,0.0
3326,655398,7287526,-0.0,0.0
3327,655498,7287526,0.0,0.0
3328,655598,7287526,-0.0,0.0
3329,655698,7287526,0.0,0.0
3330,655798,7287526,-0.0,0.0
3331,655898,7287526,0.0,0.0
3332,655998,7287526,-0.0,0.0
3333,656098,7287526,0.0,0.0
3334,656198,7287526,-0.0,0.0
3335,656298,7287526,0.0,0.0
3336,656398,7287526,-0.0,0.0
3337,656498,7287526,-0.0,0.0
3338,656598,7287526,-0.0,0.0
3339,656698,7287526,0.0,0.0
3340,656798,7287526,-0.0,0.0
3341,656898,7287526,0.0,0.0
3342,656998,7287526,-0.0,0.0
3343,657098,7287526,0.0,0.0
3344,657198,7287526,-0.0,0.0
3345,657298,7287526,-0.0,7.071067811865475e-05
3346,657398,7287526,0.0,0.00021213203435596425
3347,657498,7287526,-0.01,0.0009899494936611668
3348,657598,7287526,0.38,0.006689730936293327
3349,657698,7287526,1.0,0.003435476677260377
3350,657798,7287526,1.01,0.00010000000000000009
3351,657898,7287526,1.0,7.071067811865481e-05
3352,657998,7287526,1.0,0.0
3353,658098,7287526,1.0,0.0
3354,658198,7287526,1.0,0.0
3355,658298,7287526,1.0,0.0
3356,658398,7287526,1.0,0.0
3357,658498,7287526,1.0,0.0
3358,658598,7287526,1.0,0.0
3359,658698,7287526,1.0,0.0
3360,658798,7287526,1.0,5.000000000000004e-05
3361,658898,7287526,1.02,0.0003500000000000003
3362,658998,7287526,1.01,0.0005024937810560444
3363,659098,7287526,0.49,0.003953795644693843
3364,659198,7287526,0.02,0.0018867962264113207
3365,659298,7287526,-0.02,0.00033541019662496844
3366,659398,7287526,-0.01,7.071067811865475e-05
3367,659498,7287526,0.0,5e-05
3368,659598,7287526,-0.0,0.0
3369,659698,7287526,-0.0,0.0
3370,659798,7287526,0.0,0.0
3371,659898,7287526,0.0,0.0
3372,659998,7287526,-0.0,0.0
3373,660098,7287526,-0.0,0.0
3374,660198,7287526,-0.0,0.0
3375,660298,7287526,-0.0,0.0
3376,660398,7287526,-0.0,0.0
3377,660498,7287526,0.0,0.0
3378,660598,7287526,-0.0,0.0
3379,660698,7287526,0.0,0.0
3380,660798,7287526,-0.0,0.0
3381,660898,7287526,0.0,0.0
3382,660998,7287526,-0.0,0.0
3383,661098,7287526,0.0,0.0
3384,661198,7287526,-0.0,0.0
3385,661298,7287526,-0.0,0.0
3386,661398,7287526,-0.0,0.0
3387,661498,7287526,0.0,0.0
3388,661598,7287526,-0.0,0.0
3389,661698,7287526,-0.0,0.0
3390,661798,7287526,0.0,0.0
3391,661898,7287526,-0.0,0.0
3392,661998,7287526,0.0,0.0
3393,662098,7287526,0.0,0.0
3394,662198,7287526,0.0,0.0
3395,662298,7287526,0.0,0.0
3396,662398,7287526,-0.0,0.0
3397,662498,7287526,-0.0,0.0
3398,662598,7287526,-0.0,0.0
3399,662698,7287526,0.0,0.0
3400,662798,7287526,0.0,0.0
3401,662898,7287526,0.0,0.0
3402,662998,7287526,-0.0,0.0
3403,663098,7287526,-0.0,0.0
3404,663198,7287526,0.0,0.0
3405,663298,7287526,0.0,0.0
3406,663398,7287526,0.0,0.0
3407,663498,7287526,0.0,0.0
3408,663598,7287526,-0.0,0.0
3409,663698,7287526,-0.0,0.0
3410,663798,7287526,0.0,0.0
3411,663898,7287526,0.0,0.0
3412,663998,7287526,-0.0,0.0
3413,664098,7287526,-0.0,0.0
3414,664198,7287526,-0.0,0.0
3415,664298,7287526,0.0,0.0
3416,652198,7287626,0.0,0.0
3417,652298,7287626,0.0,0.0
3418,652398,7287626,0.0,0.0
3419,652498,7287626,0.0,0.0
3420,652598,7287626,0.0,0.0
3421,652698,7287626,0.0,0.0
3422,652798,7287626,0.0,0.0
3423,652898,7287626,0.0,0.0
3424,652998,7287626,-0.0,0.0
3425,653098,7287626,0.0,0.0
3426,653198,7287626,0.0,0.0
3427,653298,7287626,0.0,0.0
3428,653398,7287626,0.0,0.0
3429,653498,7287626,0.0,0.0
3430,653598,7287626,0.0,0.0
3431,653698,7287626,0.0,0.0
3432,653798,7287626,0.0,0.0
3433,653898,7287626,0.0,0.0
3434,653998,7287626,0.0,0.0
3435,654098,7287626,0.0,0.0
3436,654198,7287626,0.0,0.0
3437,654298,7287626,0.0,0.0
3438,654398,7287626,0.0,0.0
3439,654498,7287626,-0.0,0.0
3440,654598,7287626,-0.0,0.0
3441,654698,7287626,0.0,0.0
3442,654798,7287626,-0.0,0.0
3443,654898,7287626,0.0,0.0
3444,654998,7287626,0.0,0.0
3445,655098,7287626,-0.0,0.0
3446,655198,7287626,0.0,0.0
3447,655298,7287626,-0.0,0.0
3448,655398,7287626,0.0,0.0
3449,655498,7287626,-0.0,0.0
3450,655598,7287626,0.0,0.0
3451,655698,7287626,0.0,0.0
3452,655798,7287626,0.0,0.0
3453,655898,7287626,0.0,0.0
3454,655998,7287626,0.0,0.0
3455,656098,7287626,0.0,0.0
3456,656198,7287626,0.0,0.0
3457,656298,7287626,0.0,0.0
3458,656398,7287626,0.0,0.0
3459,656498,7287626,0.0,0.0
3460,656598,7287626,0.0,0.0
3461,656698,7287626,-0.0,0.0
3462,656798,7287626,0.0,0.0
3463,656898,7287626,-0.0,0.0
3464,656998,7287626,0.0,0.0
3465,657098,7287626,-0.0,0.0
3466,657198,7287626,-0.0,7.071067811865475e-05
3467,657298,7287626,0.01,7.071067811865475e-05
3468,657398,7287626,-0.03,0.00018027756377319944
3469,657498,7287626,0.14,0.004243229901855425
3470,657598,7287626,0.98,0.005440588203494178
3471,657698,7287626,1.02,0.00015811388300841908
3472,657798,7287626,1.0,0.00011180339887498958
3473,657898,7287626,1.0,0.0
3474,657998,7287626,1.0,0.0
3475,658098,7287626,1.0,0.0
3476,658198,7287626,1.0,0.0
3477,658298,7287626,1.0,0.0
3478,658398,7287626,1.0,0.0
3479,658498,7287626,1.0,0.0
3480,658598,7287626,1.0,0.0
3481,658698,7287626,1.0,0.0
3482,658798,7287626,1.0,0.0
3483,658898,7287626,1.0,0.00010000000000000009
3484,658998,7287626,1.03,5.000000000000004e-05
3485,659098,7287626,0.88,0.00246272207120495
3486,659198,7287626,0.29,0.003383784863137726
3487,659298,7287626,-0.04,0.0014534441853748632
3488,659398,7287626,-0.01,0.00015
3489,659498,7287626,-0.0,5e-05
3490,659598,7287626,0.0,0.0
3491,659698,7287626,0.0,0.0
3492,659798,7287626,0.0,0.0
3493,659898,7287626,-0.0,0.0
3494,659998,7287626,0.0,0.0
3495,660098,7287626,-0.0,0.0
3496,660198,7287626,0.0,0.0
3497,660298,7287626,0.0,0.0
3498,660398,7287626,0.0,0.0
3499,660498,7287626,0.0,0.0
3500,660598,7287626,0.0,0.0
3501,660698,7287626,0.0,0.0
3502,660798,7287626,0.0,0.0
3503,660898,7287626,0.0,0.0
3504,660998,7287626,0.0,0.0
3505,661098,7287626,0.0,0.0
3506,661198,7287626,0.0,0.0
3507,661298,7287626,0.0,0.0
3508,661398,7287626,0.0,0.0
3509,661498,7287626,0.0,0.0
3510,661598,7287626,0.0,0.0
3511,661698,7287626,0.0,0.0
3512,661798,7287626,0.0,0.0
3513,661898,7287626,0.0,0.0
3514,661998,7287626,-0.0,0.0
3515,662098,7287626,-0.0,0.0
3516,662198,7287626,0.0,0.0
3517,662298,7287626,-0.0,0.0
3518,662398,7287626,0.0,0.0
3519,662498,7287626,-0.0,0.0
3520,662598,7287626,-0.0,0.0
3521,662698,7287626,-0.0,0.0
3522,662798,7287626,0.0,0.0
3523,662898,7287626,-0.0,0.0
3524,662998,7287626,-0.0,0.0
3525,663098,7287626,0.0,0.0
3526,663198,7287626,0.0,0.0
3527,663298,7287626,0.0,0.0
3528,663398,7287626,-0.0,0.0
3529,663498,7287626,-0.0,0.0
3530,663598,7287626,-0.0,0.0
3531,663698,7287626,0.0,0.0
3532,663798,7287626,0.0,0.0
3533,663898,7287626,-0.0,0.0
3534,663998,7287626,-0.0,0.0
3535,664098,7287626,-0.0,0.0
3536,664198,7287626,0.0,0.0
3537,664298,7287626,0.0,0.0
3538,652198,7287726,0.0,0.0
3539,652298,7287726,0.0,0.0
3540,652398,7287726,0.0,0.0
3541,652498,7287726,-0.0,0.0
3542,652598,7287726,0.0,0.0
3543,652698,7287726,0.0,0.0
3544,652798,7287726,0.0,0.0
3545,652898,7287726,0.0,0.0
3546,652998,7287726,-0.0,0.0
3547,653098,7287726,-0.0,0.0
3548,653198,7287726,-0.0,0.0
3549,653298,7287726,-0.0,0.0
3550,653398,7287726,0.0,0.0
3551,653498,7287726,0.0,0.0
3552,653598,7287726,-0.0,0.0
3553,653698,7287726,0.0,0.0
3554,653798,7287726,0.0,0.0
3555,653898,7287726,0.0,0.0
3556,653998,7287726,-0.0,0.0
3557,654098,7287726,0.0,0.0
3558,654198,7287726,0.0,0.0
3559,654298,7287726,0.0,0.0
3560,654398,7287726,-0.0,0.0
3561,654498,7287726,0.0,0.0
3562,654598,7287726,0.0,0.0
3563,654698,7287726,-0.0,0.0
3564,654798,7287726,0.0,0.0
3565,654898,7287726,0.0,0.0
3566,654998,7287726,-0.0,0.0
3567,655098,7287726,0.0,0.0
3568,655198,7287726,-0.0,0.0
3569,655298,7287726,0.0,0.0
3570,655398,7287726,-0.0,0.0
3571,655498,7287726,0.0,0.0
3572,655598,7287726,-0.0,0.0
3573,655698,7287726,-0.0,0.0
3574,655798,7287726,-0.0,0.0
3575,655898,7287726,0.0,0.0
3576,655998,7287726,-0.0,0.0
3577,656098,7287726,0.0,0.0
3578,656198,7287726,-0.0,0.0
3579,656298,7287726,0.0,0.0
3580,656398,7287726,-0.0,0.0
3581,656498,7287726,0.0,0.0
3582,656598,7287726,-0.0,0.0
3583,656698,7287726,0.0,0.0
3584,656798,7287726,-0.0,0.0
3585,656898,7287726,0.0,0.0
3586,656998,7287726,-0.0,0.0
3587,657098,7287726,0.0,0.0
3588,657198,7287726,-0.01,0.0
3589,657298,7287726,-0.01,0.00015811388300841894
3590,657398,7287726,0.03,0.001345362404707371
3591,657498,7287726,0.58,0.006411123146532126
3592,657598,7287726,1.02,0.0022090722034374525
3593,657698,7287726,1.01,0.00014142135623730962
3594,657798,7287726,1.0,5.000000000000004e-05
3595,657898,7287726,1.0,0.0
3596,657998,7287726,1.0,0.0
3597,658098,7287726,1.0,0.0
3598,658198,7287726,1.0,0.0
3599,658298,7287726,1.0,0.0
3600,658398,7287726,1.0,0.0
3601,658498,7287726,1.0,0.0
3602,658598,7287726,1.0,0.0
3603,658698,7287726,1.0,0.0
3604,658798,7287726,1.0,0.0
3605,658898,7287726,1.0,0.0
3606,658998,7287726,1.01,0.00015000000000000012
3607,659098,7287726,0.98,0.0006020797289396148
3608,659198,7287726,0.66,0.0029920728600754364
3609,659298,7287726,0.0,0.0024758836806279896
3610,659398,7287726,-0.01,0.00025
3611,659498,7287726,-0.0,5e-05
3612,659598,7287726,-0.0,0.0
3613,659698,7287726,0.0,0.0
3614,659798,7287726,-0.0,0.0
3615,659898,7287726,0.0,0.0
3616,659998,7287726,-0.0,0.0
3617,660098,7287726,-0.0,0.0
3618,660198,7287726,-0.0,0.0
3619,660298,7287726,0.0,0.0
3620,660398,7287726,-0.0,0.0
3621,660498,7287726,0.0,0.0
3622,660598,7287726,-0.0,0.0
3623,660698,7287726,0.0,0.0
3624,660798,7287726,-0.0,0.0
3625,660898,7287726,0.0,0.0
3626,660998,7287726,-0.0,0.0
3627,661098,7287726,0.0,0.0
3628,661198,7287726,-0.0,0.0
3629,661298,7287726,-0.0,0.0
3630,661398,7287726,-0.0,0.0
3631,661498,7287726,0.0,0.0
3632,661598,7287726,-0.0,0.0
3633,661698,7287726,0.0,0.0
3634,661798,7287726,-0.0,0.0
3635,661898,7287726,0.0,0.0
3636,661998,7287726,0.0,0.0
3637,662098,7287726,-0.0,0.0
3638,662198,7287726,-0.0,0.0
3639,662298,7287726,0.0,0.0
3640,662398,7287726,-0.0,0.0
3641,662498,7287726,0.0,0.0
3642,662598,7287726,0.0,0.0
3643,662698,7287726,-0.0,0.0
3644,662798,7287726,-0.0,0.0
3645,662898,7287726,-0.0,0.0
3646,662998,7287726,0.0,0.0
3647,663098,7287726,0.0,0.0
3648,663198,7287726,-0.0,0.0
3649,663298,7287726,-0.0,0.0
3650,663398,7287726,0.0,0.0
3651,663498,7287726,-0.0,0.0
3652,663598,7287726,-0.0,0.0
3653,663698,7287726,0.0,0.0
3654,663798,7287726,-0.0,0.0
3655,663898,7287726,0.0,0.0
3656,663998,7287726,-0.0,0.0
3657,664098,7287726,-0.0,0.0
3658,664198,7287726,0.0,0.0
3659,664298,7287726,0.0,0.0
3660,652198,7287826,0.0,0.0
3661,652298,7287826,0.0,0.0
3662,652398,7287826,0.0,0.0
3663,652498,7287826,0.0,0.0
3664,652598,7287826,-0.0,0.0
3665,652698,7287826,0.0,0.0
3666,652798,7287826,0.0,0.0
3667,652898,7287826,0.0,0.0
3668,652998,7287826,0.0,0.0
3669,653098,7287826,-0.0,0.0
3670,653198,7287826,-0.0,0.0
3671,653298,7287826,0.0,0.0
3672,653398,7287826,0.0,0.0
3673,653498,7287826,0.0,0.0
3674,653598,7287826,0.0,0.0
3675,653698,7287826,-0.0,0.0
3676,653798,7287826,-0.0,0.0
3677,653898,7287826,0.0,0.0
3678,653998,7287826,-0.0,0.0
3679,654098,7287826,0.0,0.0
3680,654198,7287826,0.0,0.0
3681,654298,7287826,-0.0,0.0
3682,654398,7287826,-0.0,0.0
3683,654498,7287826,0.0,0.0
3684,654598,7287826,-0.0,0.0
3685,654698,7287826,0.0,0.0
3686,654798,7287826,0.0,0.0
3687,654898,7287826,-0.0,0.0
3688,654998,7287826,0.0,0.0
3689,655098,7287826,-0.0,0.0
3690,655198,7287826,-0.0,0.0
3691,655298,7287826,-0.0,7.071067811865475e-05
3692,655398,7287826,-0.0,0.0
3693,655498,7287826,-0.0,0.0
3694,655598,7287826,-0.0,0.0
3695,655698,7287826,-0.0,0.0
3696,655798,7287826,-0.0,0.0
3697,655898,7287826,-0.0,0.0
3698,655998,7287826,-0.0,0.0
3699,656098,7287826,-0.0,7.071067811865475e-05
3700,656198,7287826,-0.0,0.0
3701,656298,7287826,-0.0,7.071067811865475e-05
3702,656398,7287826,-0.0,0.0
3703,656498,7287826,-0.0,7.071067811865475e-05
3704,656598,7287826,-0.0,0.0
3705,656698,7287826,-0.0,0.0
3706,656798,7287826,-0.0,0.0
3707,656898,7287826,-0.0,7.071067811865475e-05
3708,656998,7287826,0.0,0.0
3709,657098,7287826,-0.0,7.071067811865475e-05
3710,657198,7287826,-0.0,5e-05
3711,657298,7287826,-0.02,0.0005315072906367325
3712,657398,7287826,0.17,0.005553602434456396
3713,657498,7287826,0.99,0.00478565564996062
3714,657598,7287826,1.02,0.00011180339887498958
3715,657698,7287826,1.0,0.00011180339887498958
3716,657798,7287826,1.0,0.0
3717,657898,7287826,1.0,0.0
3718,657998,7287826,1.0,0.0
3719,658098,7287826,1.0,0.0
3720,658198,7287826,1.0,0.0
3721,658298,7287826,1.0,0.0
3722,658398,7287826,1.0,0.0
3723,658498,7287826,1.0,0.0
3724,658598,7287826,1.0,0.0
3725,658698,7287826,1.0,0.0
3726,658798,7287826,1.0,0.0
3727,658898,7287826,1.0,0.0
3728,658998,7287826,1.0,5.000000000000004e-05
3729,659098,7287826,1.0,0.00010000000000000009
3730,659198,7287826,0.88,0.0017
3731,659298,7287826,0.32,0.004301162633521313
3732,659398,7287826,-0.04,0.0014221462653327894
3733,659498,7287826,-0.01,0.00015811388300841897
3734,659598,7287826,-0.0,5e-05
3735,659698,7287826,-0.0,7.071067811865475e-05
3736,659798,7287826,-0.0,0.0
3737,659898,7287826,-0.0,0.0
3738,659998,7287826,-0.0,0.0
3739,660098,7287826,-0.0,0.0
3740,660198,7287826,-0.0,0.0
3741,660298,7287826,-0.0,0.0
3742,660398,7287826,-0.0,0.0
3743,660498,7287826,-0.0,7.071067811865475e-05
3744,660598,7287826,-0.0,0.0
3745,660698,7287826,-0.0,7.071067811865475e-05
3746,660798,7287826,-0.0,0.0
3747,660898,7287826,-0.0,7.071067811865475e-05
3748,660998,7287826,-0.0,0.0
3749,661098,7287826,-0.0,7.071067811865475e-05
3750,661198,7287826,-0.0,0.0
3751,661298,7287826,-0.0,0.0
3752,661398,7287826,-0.0,0.0
3753,661498,7287826,-0.0,7.071067811865475e-05
3754,661598,7287826,0.0,7.071067811865475e-05
3755,661698,7287826,-0.0,0.0
3756,661798,7287826,-0.0,0.0
3757,661898,7287826,0.0,0.0
3758,661998,7287826,-0.0,0.0
3759,662098,7287826,-0.0,0.0
3760,662198,7287826,-0.0,0.0
3761,662298,7287826,-0.0,0.0
3762,662398,7287826,-0.0,0.0
3763,662498,7287826,0.0,0.0
3764,662598,7287826,0.0,0.0
3765,662698,7287826,-0.0,0.0
3766,662798,7287826,-0.0,0.0
3767,662898,7287826,0.0,0.0
3768,662998,7287826,0.0,0.0
3769,663098,7287826,-0.0,0.0
3770,663198,7287826,-0.0,0.0
3771,663298,7287826,0.0,0.0
3772,663398,7287826,0.0,0.0
3773,663498,7287826,-0.0,0.0
3774,663598,7287826,0.0,0.0
3775,663698,7287826,-0.0,0.0
3776,663798,7287826,0.0,0.0
3777,663898,7287826,-0.0,0.0
3778,663998,7287826,-0.0,0.0
3779,664098,7287826,-0.0,0.0
3780,664198,7287826,0.0,0.0
3781,664298,7287826,0.0,0.0
3782,652198,7287926,0.0,0.0
3783,652298,7287926,0.0,0.0
3784,652398,7287926,0.0,0.0
3785,652498,7287926,0.0,0.0
3786,652598,7287926,0.0,0.0
3787,652698,7287926,0.0,0.0
3788,652798,7287926,0.0,0.0
3789,652898,7287926,0.0,0.0
3790,652998,7287926,0.0,0.0
3791,653098,7287926,0.0,0.0
3792,653198,7287926,-0.0,0.0
3793,653298,7287926,0.0,0.0
3794,653398,7287926,0.0,0.0
3795,653498,7287926,0.0,0.0
3796,653598,7287926,0.0,0.0
3797,653698,7287926,0.0,0.0
3798,653798,7287926,-0.0,0.0
3799,653898,7287926,-0.0,0.0
3800,653998,7287926,0.0,0.0
3801,654098,7287926,0.0,0.0
3802,654198,7287926,-0.0,0.0
3803,654298,7287926,-0.0,0.0
3804,654398,7287926,0.0,0.0
3805,654498,7287926,0.0,0.0
3806,654598,7287926,0.0,0.0
3807,654698,7287926,0.0,0.0
3808,654798,7287926,-0.0,0.0
3809,654898,7287926,0.0,0.0
3810,654998,7287926,-0.0,0.0
3811,655098,7287926,-0.0,7.071067811865475e-05
3812,655198,7287926,-0.0,0.00021213203435596425
3813,655298,7287926,-0.01,0.0001414213562373095
3814,655398,7287926,-0.0,0.00018027756377319944
3815,655498,7287926,-0.0,0.0001414213562373095
3816,655598,7287926,-0.0,7.071067811865475e-05
3817,655698,7287926,-0.0,0.0001414213562373095
3818,655798,7287926,-0.0,0.0001414213562373095
3819,655898,7287926,-0.0,0.0001414213562373095
3820,655998,7287926,-0.0,0.0001414213562373095
3821,656098,7287926,-0.01,0.0001414213562373095
3822,656198,7287926,-0.0,0.00018027756377319944
3823,656298,7287926,-0.01,0.0001414213562373095
3824,656398,7287926,-0.0,0.00018027756377319944
3825,656498,7287926,-0.01,0.00021213203435596425
3826,656598,7287926,-0.0,0.00025
3827,656698,7287926,-0.0,0.0001414213562373095
3828,656798,7287926,-0.0,0.00021213203435596425
3829,656898,7287926,-0.01,0.00021213203435596425
3830,656998,7287926,-0.0,0.00018027756377319944
3831,657098,7287926,-0.01,0.00021213203435596425
3832,657198,7287926,-0.01,0.00025
3833,657298,7287926,0.07,0.0025104780421266386
3834,657398,7287926,0.79,0.006303173803727769
3835,657498,7287926,1.02,0.001104536101718726
3836,657598,7287926,1.0,0.00014142135623730962
3837,657698,7287926,1.0,0.0
3838,657798,7287926,1.0,0.0
3839,657898,7287926,1.0,0.0
3840,657998,7287926,1.0,0.0
3841,658098,7287926,1.0,0.0
3842,658198,7287926,1.0,0.0
3843,658298,7287926,1.0,0.0
3844,658398,7287926,1.0,0.0
3845,658498,7287926,1.0,0.0
3846,658598,7287926,1.0,0.0
3847,658698,7287926,1.0,0.0
3848,658798,7287926,1.0,0.0
3849,658898,7287926,1.0,0.0
3850,658998,7287926,1.0,0.0
3851,659098,7287926,1.0,7.071067811865481e-05
3852,659198,7287926,1.0,0.0006519202405202649
3853,659298,7287926,0.86,0.003114482300479487
3854,659398,7287926,0.04,0.0032101401838549046
3855,659498,7287926,-0.03,0.00018027756377319944
3856,659598,7287926,-0.0,0.00026925824035672517
3857,659698,7287926,-0.01,0.0001414213562373095
3858,659798,7287926,-0.0,0.00018027756377319944
3859,659898,7287926,-0.0,0.0001414213562373095
3860,659998,7287926,-0.0,0.0001414213562373095
3861,660098,7287926,-0.0,0.0001414213562373095
3862,660198,7287926,-0.0,7.071067811865475e-05
3863,660298,7287926,-0.0,0.0001414213562373095
3864,660398,7287926,-0.0,0.0001414213562373095
3865,660498,7287926,-0.01,0.0001414213562373095
3866,660598,7287926,-0.0,0.00018027756377319944
3867,660698,7287926,-0.01,0.0001414213562373095
3868,660798,7287926,-0.0,0.00018027756377319944
3869,660898,7287926,-0.01,0.00021213203435596425
3870,660998,7287926,-0.0,0.00025
3871,661098,7287926,-0.01,0.00021213203435596425
3872,661198,7287926,-0.0,0.00025
3873,661298,7287926,-0.0,0.0001414213562373095
3874,661398,7287926,0.0,0.00021213203435596425
3875,661498,7287926,-0.01,0.00021213203435596425
3876,661598,7287926,-0.01,0.00011180339887498949
3877,661698,7287926,0.0,5e-05
3878,661798,7287926,0.0,0.0
3879,661898,7287926,0.0,0.0
3880,661998,7287926,0.0,0.0
3881,662098,7287926,-0.0,0.0
3882,662198,7287926,0.0,0.0
3883,662298,7287926,0.0,0.0
3884,662398,7287926,0.0,0.0
3885,662498,7287926,-0.0,0.0
3886,662598,7287926,0.0,0.0
3887,662698,7287926,-0.0,0.0
3888,662798,7287926,0.0,0.0
3889,662898,7287926,0.0,0.0
3890,662998,7287926,-0.0,0.0
3891,663098,7287926,-0.0,0.0
3892,663198,7287926,0.0,0.0
3893,663298,7287926,-0.0,0.0
3894,663398,7287926,0.0,0.0
3895,663498,7287926,0.0,0.0
3896,663598,7287926,-0.0,0.0
3897,663698,7287926,0.0,0.0
3898,663798,7287926,-0.0,0.0
3899,663898,7287926,0.0,0.0
3900,663998,7287926,-0.0,0.0
3901,664098,7287926,-0.0,0.0
3902,664198,7287926,0.0,0.0
3903,664298,7287926,0.0,0.0
3904,652198,7288026,0.0,0.0
3905,652298,7288026,0.0,0.0
3906,652398,7288026,0.0,0.0
3907,652498,7288026,0.0,0.0
3908,652598,7288026,0.0,0.0
3909,652698,7288026,0.0,0.0
3910,652798,7288026,0.0,0.0
3911,652898,7288026,0.0,0.0
3912,652998,7288026,0.0,0.0
3913,653098,7288026,0.0,0.0
3914,653198,7288026,0.0,0.0
3915,653298,7288026,-0.0,0.0
3916,653398,7288026,0.0,0.0
3917,653498,7288026,0.0,0.0
3918,653598,7288026,0.0,0.0
3919,653698,7288026,0.0,0.0
3920,653798,7288026,0.0,0.0
3921,653898,7288026,-0.0,0.0
3922,653998,7288026,0.0,0.0
3923,654098,7288026,-0.0,0.0
3924,654198,7288026,-0.0,0.0
3925,654298,7288026,0.0,0.0
3926,654398,7288026,-0.0,0.0
3927,654498,7288026,0.0,0.0
3928,654598,7288026,0.0,0.0
