,LESTE,NORTE,ANOM,DX1,DY1,DZ1
132,653198,7284926,0.0,-3.733652730061087e-19,-2.244637310223896e-19,-0.00032332784287335877
133,653298,7284926,0.0,-2.2009011286426446e-19,-8.893845946170154e-20,-0.0003233956341770536
134,653398,7284926,0.0,-5.471389016778763e-19,-2.0371142381465923e-19,-0.0003236705706088208
135,653498,7284926,0.0,-3.950115186549058e-19,-4.2859867131067597e-19,-0.00032384749388258364
136,653598,7284926,0.0,-2.6435503850664014e-19,-3.7777669447541795e-19,-0.0003237051222581804
137,653698,7284926,0.0,-1.333705497208631e-19,-3.6676526616111205e-19,-0.00032337385407281655
138,653798,7284926,0.0,-6.98763123745981e-20,-5.111843836679703e-19,-0.0003232564370389272
139,653898,7284926,0.0,-8.613074392681787e-20,-1.3467823861343375e-19,-0.0003236961301120155
140,653998,7284926,0.0,-1.6266659333695468e-19,1.0630263488041469e-19,-0.0003246521143760244
141,654098,7284926,0.0,-7.987104239751052e-20,-3.091670257478196e-20,-0.0003256073257006168
142,654198,7284926,0.0,9.751691279071236e-20,-6.004404804848922e-19,-0.000326058236748357
143,654298,7284926,0.0,1.0957382714214453e-19,-4.535861432546778e-19,-0.00032599305700555426
144,654398,7284926,0.0,-1.1378470225188048e-19,-5.082727079117836e-19,-0.00032627421014402706
145,654498,7284926,0.0,1.408969209116459e-19,-9.994988777600744e-20,-0.00032809242274237056
146,654598,7284926,0.0,8.539256778900746e-20,-1.138729918465e-19,-0.00033196951449208554
147,654698,7284926,0.0,-9.165938105240478e-20,3.4728350837426314e-20,-0.00033681876022346064
148,654798,7284926,0.0,-1.3678335898738029e-19,3.409307612698559e-20,-0.00034001112172018225
149,654898,7284926,0.0,-1.2490426588397558e-19,-2.76533709623359e-06,-0.00034016784574992376
150,654998,7284926,0.0,-2.5668011736045787e-20,-1.0527748356899062e-05,-0.0003407980322863614
151,655098,7284926,0.0,6.215054862152763e-20,-3.507480547381465e-05,-0.000363470544904048
152,655198,7284926,0.0,3.2309363219838857e-20,-6.784097025381044e-05,-0.00043785809059725724
153,655298,7284926,0.0,-2.403606816616389e-19,-0.00010393749321013805,-0.000547445142406907
154,655398,7284926,0.0,-1.9710926371326697e-19,-1.680645151787631e-05,-0.0006500233482010084
155,655498,7284926,0.0,-1.732790792436557e-19,-4.3233863268202586e-05,-0.0007499190621144321
156,655598,7284926,0.0,-2.7121683433874333e-19,-6.785210164761939e-05,-0.0008487858159491006
157,655698,7284926,0.0,-2.1996858367662575e-19,-9.47135078953509e-05,-0.0009440016165532413
158,655798,7284926,0.0,-2.492998303418989e-19,-3.3854306849298566e-05,-0.0010421299809212166
159,655898,7284926,0.0,-5.193270548198946e-19,-5.486472000235741e-05,-0.0011485200093336073
160,655998,7284926,0.0,-5.091737187206918e-19,-1.511467896287913e-05,-0.0012530849431497532
161,656098,7284926,0.0,-6.592109963118915e-19,2.3147374352138352e-05,-0.0013534209657174643
162,656198,7284926,0.0,-6.33201185976202e-19,2.627101145803471e-06,-0.0014241294276837156
163,656298,7284926,0.0,-5.282919712417079e-19,6.2718438997345605e-06,-0.0014453632559103284
164,656398,7284926,0.0,-4.419442822810475e-19,6.4442128995594385e-06,-0.0014480669983802396
165,656498,7284926,0.0,-4.287541149039661e-19,9.824854813069712e-06,-0.0014498238102615697
166,656598,7284926,0.0,-5.284607523797939e-19,1.1123752194627679e-05,-0.0014552692392265682
167,656698,7284926,0.0,-7.379538135707058e-19,-2.72218660449061e-06,-0.0014640957001523492
168,656798,7284926,0.0,-7.338585591241759e-19,8.358415098394234e-06,-0.0014739382851882649
169,656898,7284926,0.0,-7.309931191178403e-19,4.571640482254444e-06,-0.0014811449378258545
170,656998,7284926,0.0,-7.01983357612419e-19,6.188072733175748e-06,-0.0014842102877467244
171,657098,7284926,0.0,-5.726084721394402e-19,2.0624435524044467e-06,-0.0014831741122753616
172,657198,7284926,0.0,-5.341315657426047e-19,1.2361430416841988e-05,-0.0014884584408915962
173,657298,7284926,0.0,-5.322883516713523e-19,4.680130933630874e-05,-0.001527926753245879
174,657398,7284926,0.0,-5.13137684244146e-19,0.00013213485110888834,-0.0016221282907394065
175,657498,7284926,0.0,-3.1796915628207497e-19,0.00011933389166999042,-0.001730294754838803
176,657598,7284926,0.0,-4.2499217539617868e-19,5.8465149301075535e-05,-0.0018385845689281835
177,657698,7284926,0.0,-3.7471253505223013e-19,6.609629579122299e-05,-0.0019418493478734397
178,657798,7284926,0.0,-3.995446975802855e-20,0.0002807668274622909,-0.0020400316714711073
179,657898,7284926,0.0,-6.164963084839952e-20,0.0002465717891842964,-0.002140599733500878
180,657998,7284926,0.0,7.818943790052389e-20,0.0001250272066712626,-0.002245854580869537
181,658098,7284926,0.0,-1.3992892978086686e-20,0.00018625024686486598,-0.0023613029984899964
182,658198,7284926,0.0,-1.1866116268838697e-19,0.00022745625926449598,-0.0024876494392486385
183,658298,7284926,0.0,2.0149550743869325e-20,0.0003119355829822719,-0.002586076948213538
184,658398,7284926,0.0,-2.250496130856846e-19,0.00022365334217727345,-0.002571145550495046
185,658498,7284926,0.0,3.014915522609448e-20,0.0003668965146232775,-0.0024821644412717863
186,658598,7284926,0.0,-1.0000009294355091e-19,0.00027035227451790446,-0.0023704476233127017
187,658698,7284926,0.0,1.1454563052960964e-21,0.0001437976576344886,-0.002270159087588133
188,658798,7284926,0.0,1.4605091447138582e-19,0.00012584665474350506,-0.002176336611417787
189,658898,7284926,0.0,2.1759356340330743e-19,0.00016019918797356665,-0.002077124341070335
190,658998,7284926,0.0,4.612911832778001e-20,-4.948881420322619e-05,-0.001983426696821968
191,659098,7284926,0.0,-3.1057041771575353e-20,9.396717510821831e-05,-0.001886031327988899
192,659198,7284926,0.0,3.811503392928197e-19,0.00010341327156773378,-0.0017813627289075388
193,659298,7284926,0.0,3.685007293672903e-19,8.384685047673978e-05,-0.0016739183848818015
194,659398,7284926,0.0,1.2343342150081159e-19,6.022564020296352e-05,-0.0015785047071190377
195,659498,7284926,0.0,3.7598532997200863e-19,8.314827048454836e-06,-0.0015353417131827272
196,659598,7284926,0.0,6.207640271299407e-19,2.2962072552089536e-06,-0.001531253736448885
197,659698,7284926,0.0,6.372239746298155e-19,2.0476572564750058e-06,-0.001531684116448545
198,659798,7284926,0.0,4.134075202381161e-19,-2.1298967464079137e-07,-0.001527776418462915
199,659898,7284926,0.0,1.9678487603115546e-19,1.1933149065199043e-07,-0.001518745756052728
200,659998,7284926,0.0,1.687477533224397e-19,-4.104855152607131e-06,-0.0015082843755642623
201,660098,7284926,0.0,3.6348321213104003e-19,-3.772533987314524e-06,-0.0014998065424896285
202,660198,7284926,0.0,2.894101134972234e-19,-7.401725899558657e-06,-0.0014955239466732189
203,660298,7284926,0.0,2.5140592738575e-19,-2.389865439197867e-06,-0.0014955476069186712
204,660398,7284926,0.0,3.21434172790454e-19,-4.297694696594314e-06,-0.0014928187994014072
205,660498,7284926,0.0,3.5512547505845525e-19,-1.923203636567615e-05,-0.0014660089365659042
206,660598,7284926,0.0,5.061035389358978e-19,-3.246989363277428e-06,-0.0013888880925170732
207,660698,7284926,0.0,1.3522738160032893e-19,-3.057280569961458e-05,-0.0012897170597320165
208,660798,7284926,0.0,4.1578726247033394e-19,-8.870855398989032e-05,-0.0011866976100455065
209,660898,7284926,0.0,4.785272186261085e-19,1.2172545967025856e-05,-0.0010794687986770655
210,660998,7284926,0.0,2.3242105001339863e-19,1.937275509181245e-05,-0.0009845571059446175
211,661098,7284926,0.0,3.7876167998208945e-19,-9.716330232355336e-05,-0.0008876718966719485
212,661198,7284926,0.0,1.7415909561073345e-19,-5.231689088592801e-05,-0.0007868709537252002
213,661298,7284926,0.0,6.058325744228452e-21,2.8041695311023416e-05,-0.0006834284505567086
214,661398,7284926,0.0,3.7951010330537047e-19,-1.2116806677302986e-05,-0.0005814619338526663
215,661498,7284926,0.0,3.537517559460612e-19,-4.5172950486480586e-05,-0.00047726705843047603
216,661598,7284926,0.0,2.8295493246669745e-19,-7.174876131804527e-05,-0.00040019719414919805
217,661698,7284926,0.0,1.56150677431703e-19,-7.219948073026413e-06,-0.00037700968361754206
218,661798,7284926,0.0,2.776920644425095e-19,4.94878999433325e-19,-0.0003744533388234304
219,661898,7284926,0.0,4.0337090125880334e-19,2.1514636860259229e-19,-0.00037176086806029943
220,661998,7284926,0.0,2.8099319947379583e-19,-5.17060674739547e-19,-0.00036610529332616027
221,662098,7284926,0.0,2.40662753599437e-19,-2.244637310223896e-19,-0.00035938043785204457
222,662198,7284926,0.0,2.4723413232694723e-19,-5.765117997249582e-20,-0.00035396047799921763
223,662298,7284926,0.0,2.8028013036292723e-19,8.978549240895584e-20,-0.00035071977708526705
224,662398,7284926,0.0,1.9032951764775946e-19,-1.3965455717855277e-19,-0.0003488906321484829
225,662498,7284926,0.0,2.1689092945267104e-19,-1.0037340424963459e-19,-0.0003473624195331009
226,662598,7284926,0.0,1.1027366833935513e-19,-1.0037340424963459e-19,-0.0003453575486254189
227,662698,7284926,0.0,4.0557451108549273e-19,-9.613823951336309e-20,-0.00034300428600636225
228,662798,7284926,0.0,4.596581026866282e-19,-1.503483481376383e-19,-0.00034081650817899826
229,662898,7284926,0.0,2.3485419294185673e-19,-3.1679032227310833e-19,-0.00033922288631347923
230,662998,7284926,0.0,3.9403889901078343e-19,-1.2281977735187355e-19,-0.0003382019076356402
231,663098,7284926,0.0,5.4193339669645715e-19,-6.818615225397118e-19,-0.0003373464651321793
232,663198,7284926,0.0,4.665123956819437e-19,-9.10983934772e-19,-0.00033630385704366144
233,663298,7284926,0.0,4.863806078274441e-19,-8.809142651444724e-19,-0.0003349796592328618
234,663398,7284926,0.0,4.564706920297453e-19,-5.141489989833603e-19,-0.00033363823399186335
235,663498,7284926,0.0,4.43910587513521e-19,-4.582448244645765e-19,-0.00033257020848406716
236,663598,7284926,0.0,3.393259152222241e-19,-2.244637310223896e-20,-0.0003318768225506861
237,663698,7284926,0.0,4.0899045656398333e-19,-3.875175733688424e-20,-0.0003313794622376289
238,663798,7284926,0.0,2.1706337226705163e-19,-1.9608812728937053e-19,-0.0003307861340058492
239,663898,7284926,0.0,8.850536303250819e-20,2.2573428044327104e-19,-0.0003299691173636305
240,663998,7284926,0.0,1.3749747097820708e-19,-2.4775713707188285e-20,-0.0003290246343507192
241,664098,7284926,0.0,1.2557093101748232e-19,7.369186641112413e-20,-0.0003282160732975535
242,664198,7284926,0.0,2.2448663939046503e-19,1.3997219453377313e-19,-0.0003276957731531931
243,664298,7284926,0.0,-1.6487997015965013e-20,4.98373010340749e-19,-0.00032740608105369986
244,652198,7285026,0.0,-1.40771755311041e-19,9.656175598699024e-20,-0.0003274452518023344
245,652298,7285026,0.0,-2.466974426831385e-19,-1.351017550870609e-19,-0.00032661583049519013
246,652398,7285026,0.0,-8.55126086785651e-20,2.515687853345272e-19,-0.00032560895506055285
247,652498,7285026,0.0,1.353642386323147e-19,3.195696491312865e-19,-0.0003246208795408312
248,652598,7285026,0.0,-4.5337754494544564e-20,3.161550475626676e-19,-0.0003238773724075678
249,652698,7285026,0.0,-1.4229521815265403e-19,3.662358705690781e-19,-0.0003233991699838494
250,652798,7285026,-0.0,1.1511085003103385e-19,8.555032767268433e-20,-0.0003230075819097129
251,652898,7285026,0.0,-1.1703979425273184e-19,4.140932320889461e-19,-0.0003224567439077568
252,652998,7285026,-0.0,-1.2664985857561956e-19,3.8794108984246956e-19,-0.0003216681524344781
253,653098,7285026,0.0,1.843095088354155e-20,6.369158367760305e-19,-0.000320811734753916
254,653198,7285026,0.0,2.316491806579145e-20,6.551799847012013e-19,-0.00032015367025538325
255,653298,7285026,0.0,-1.9639098430156373e-19,3.7862372742267225e-19,-0.0003198405991562988
256,653398,7285026,0.0,-3.601881968326545e-19,2.1429933565533799e-19,-0.0003197180373903188
257,653498,7285026,0.0,-1.5871256685720068e-19,4.3198680309969317e-19,-0.00031948480987908353
258,653598,7285026,-0.0,-9.48677868524384e-21,6.632267977001172e-19,-0.000318927942417422
259,653698,7285026,0.0,-2.535843986640413e-19,6.55815259411642e-19,-0.0003181815012994273
260,653798,7285026,0.0,-3.724432797070017e-19,6.6280328122649e-19,-0.00031764106845547655
261,653898,7285026,0.0,-1.2939614300618008e-19,5.782058656194668e-19,-0.00031763325654629
262,653998,7285026,0.0,-2.540819870197148e-19,8.436448154652831e-19,-0.00031810109415646176
263,654098,7285026,0.0,-5.785997695956842e-19,1.078908216565165e-18,-0.0003185255038375307
264,654198,7285026,0.0,-3.8699694823365786e-19,1.2281977735187355e-18,-0.0003184197926680246
265,654298,7285026,0.0,-3.8171638541975907e-19,9.9568722949743e-19,-0.00031779497073775254
266,654398,7285026,0.0,-4.202907725398015e-19,1.0316861297557378e-18,-0.0003175194841077187
267,654498,7285026,0.0,-2.921357963560086e-19,7.51529982451378e-19,-0.00031874987672831756
268,654598,7285026,0.0,-1.8737280518370493e-19,9.097133853511186e-19,-0.00032193866079860097
269,654698,7285026,0.0,-2.2959517211682885e-19,7.303541587700205e-19,-0.00032593610135944957
270,654798,7285026,0.0,-5.010611076391253e-19,8.521151449378261e-19,-0.00032811274097290785
271,654898,7285026,0.0,-5.130113679124713e-19,-2.1006947656470388e-06,-0.0003271387587242283
272,654998,7285026,-0.0,-2.257797634616029e-19,1.1740576339172353e-06,-0.0003268397660159092
273,655098,7285026,0.0,-4.210111085301339e-19,-2.9110161809354833e-05,-0.0003476292217876792
274,655198,7285026,-0.0,-3.891562317929604e-19,-3.879868929695936e-05,-0.00041878433493902796
275,655298,7285026,-0.0,-4.719097390848521e-19,1.1414332836231503e-05,-0.0005291497098247836
276,655398,7285026,0.0,-4.657064974601837e-19,1.5852509869027332e-05,-0.0006320808788360993
277,655498,7285026,-0.0,-4.286572504543214e-19,5.0951265563923507e-05,-0.0007305715283656186
278,655598,7285026,-0.0,-2.248744941246734e-19,1.9106381837228573e-05,-0.0008271628518599426
279,655698,7285026,0.0,-1.505094057999882e-19,6.938154696607468e-05,-0.0009225889258716602
280,655798,7285026,-0.0,-2.9728304960606753e-19,7.590778149491685e-05,-0.0010223467744686961
281,655898,7285026,0.0,-4.0123978358697497e-19,0.00014654029510125966,-0.0011295153944404853
282,655998,7285026,0.0,-4.324485603985209e-19,8.688033657537737e-05,-0.001233760241369588
283,656098,7285026,0.0,-3.680882120991186e-19,8.25288143773898e-05,-0.001334697647915036
284,656198,7285026,0.0,-2.1558986064546805e-20,0.00011103937542382379,-0.0014053395787758033
285,656298,7285026,0.0,-9.940186959661409e-20,0.00011709970281957077,-0.0014269062559111622
286,656398,7285026,0.0,-2.350938907563364e-19,0.00011455235792741847,-0.0014299257435102417
287,656498,7285026,0.0,-1.9575645921035115e-19,0.00012121879860100322,-0.0014324374370670628
288,656598,7285026,0.0,-2.5715702060414586e-19,0.0001137505605433279,-0.0014381343586399276
289,656698,7285026,0.0,-3.1778945721717e-19,0.00011124554133617616,-0.0014467123940960396
290,656798,7285026,-0.0,-1.4199031166129218e-19,0.0001116498657776804,-0.0014569844981139556
291,656898,7285026,-0.0,-1.4241806169697552e-19,0.00012311088245245093,-0.0014641717446886528
292,656998,7285026,0.0,-2.430730298766315e-19,0.00011106899461365344,-0.00146643874401998
